frame,x,y,w,h,eye_point1,eye_point2
2530,822,362,53,64,"(834, 388)","(870, 385)"
2535,819,351,55,64,"(832, 382)","(867, 372)"
2540,815,342,59,72,"(830, 376)","(866, 368)"
2545,813,341,58,72,"(827, 372)","(865, 369)"
2550,949,340,330,469,"(1026, 528)","(1228, 528)"
2555,835,281,271,391,"(1006, 418)","(1120, 467)"
2560,752,190,304,389,"(889, 307)","(1033, 374)"
2565,689,250,286,345,"(799, 351)","(949, 409)"
2570,690,284,257,320,"(786, 385)","(925, 441)"
2575,763,302,232,264,"(848, 384)","(965, 431)"
2580,853,282,166,199,"(918, 346)","(1004, 376)"
2585,904,238,127,148,"(946, 273)","(1020, 289)"
2590,927,241,102,128,"(957, 282)","(1016, 294)"
2595,945,272,81,98,"(967, 305)","(1015, 315)"
2600,957,297,67,84,"(973, 327)","(1015, 333)"
2605,956,335,58,73,"(967, 358)","(1006, 359)"
2610,951,352,51,68,"(960, 373)","(995, 371)"
2615,947,369,48,58,"(952, 386)","(985, 382)"
2620,942,365,50,61,"(948, 385)","(980, 382)"
2625,943,365,50,58,"(951, 386)","(982, 386)"
2630,952,348,47,63,"(958, 373)","(990, 374)"
2635,956,342,52,68,"(964, 365)","(999, 367)"
2640,952,332,58,75,"(965, 359)","(1003, 363)"
2645,943,312,63,79,"(959, 335)","(1000, 341)"
2650,919,330,78,97,"(941, 358)","(988, 364)"
2655,895,332,88,110,"(915, 366)","(974, 368)"
2660,869,340,110,139,"(896, 396)","(966, 396)"
2665,842,302,137,173,"(871, 356)","(969, 362)"
2670,840,213,159,213,"(871, 271)","(984, 280)"
2675,883,288,184,230,"(922, 360)","(1044, 371)"
2680,921,348,217,263,"(964, 420)","(1106, 436)"
2685,915,372,256,314,"(968, 463)","(1132, 487)"
2690,884,198,293,367,"(941, 302)","(1135, 342)"
2695,872,108,330,416,"(938, 231)","(1152, 275)"
2700,895,165,341,466,"(958, 311)","(1177, 350)"
2705,906,198,344,441,"(969, 331)","(1190, 368)"
2710,869,164,321,433,"(925, 333)","(1145, 302)"
2715,860,198,347,429,"(921, 414)","(1111, 302)"
2720,893,215,314,411,"(937, 387)","(1155, 326)"
2725,894,498,51,77,"(899, 533)","(939, 529)"
2730,963,509,55,75,"(973, 544)","(1009, 542)"
2735,941,519,61,82,"(953, 557)","(993, 554)"
2740,929,526,68,92,"(940, 567)","(986, 563)"
2745,932,522,81,107,"(944, 567)","(998, 561)"
2750,940,490,105,138,"(959, 551)","(1024, 545)"
2755,934,435,124,165,"(953, 507)","(1034, 501)"
2760,925,268,165,226,"(948, 360)","(1057, 347)"
2765,918,155,199,232,"(943, 257)","(1062, 223)"
2770,861,224,205,281,"(888, 363)","(1011, 330)"
2775,802,370,192,265,"(822, 506)","(940, 478)"
2780,778,400,185,250,"(804, 528)","(914, 508)"
2785,816,404,180,237,"(842, 524)","(946, 510)"
2790,842,388,169,211,"(866, 482)","(966, 470)"
2795,856,487,154,172,"(877, 559)","(970, 551)"
2800,887,444,138,174,"(908, 522)","(991, 516)"
2805,915,386,122,148,"(934, 452)","(1007, 441)"
2810,932,409,98,131,"(946, 471)","(1009, 466)"
2815,943,482,80,109,"(954, 530)","(1005, 524)"
2820,951,502,55,78,"(959, 539)","(995, 535)"
2825,706,534,33,38,"(716, 542)","(740, 542)"
2830,0,0,0,0,"(0, 0)","(0, 0)"
2835,0,0,0,0,"(0, 0)","(0, 0)"
2840,0,0,0,0,"(0, 0)","(0, 0)"
2845,0,0,0,0,"(0, 0)","(0, 0)"
2850,0,0,0,0,"(0, 0)","(0, 0)"
2855,0,0,0,0,"(0, 0)","(0, 0)"
2860,0,0,0,0,"(0, 0)","(0, 0)"
2865,878,306,219,293,"(913, 447)","(1053, 421)"
2870,844,135,234,323,"(883, 286)","(1027, 274)"
2875,837,155,228,310,"(874, 297)","(1021, 283)"
2880,795,168,241,349,"(831, 338)","(984, 318)"
2885,735,263,247,358,"(768, 447)","(927, 413)"
2890,712,207,269,345,"(760, 393)","(912, 330)"
2895,723,129,247,349,"(767, 266)","(925, 300)"
2900,610,214,216,306,"(641, 339)","(776, 355)"
2905,546,267,166,203,"(575, 337)","(677, 345)"
2910,450,280,157,182,"(482, 345)","(575, 349)"
2915,1092,245,142,182,"(1111, 307)","(1203, 310)"
2920,917,230,150,200,"(939, 297)","(1039, 309)"
2925,837,263,159,209,"(859, 340)","(961, 352)"
2930,768,311,175,235,"(792, 400)","(905, 418)"
2935,732,323,191,243,"(772, 401)","(888, 423)"
2940,731,241,209,281,"(769, 338)","(903, 341)"
2945,756,288,231,296,"(788, 402)","(936, 388)"
2950,800,321,237,331,"(828, 456)","(982, 436)"
2955,824,373,234,318,"(856, 503)","(1008, 495)"
2960,885,449,181,245,"(911, 538)","(1035, 539)"
2965,940,404,125,162,"(953, 454)","(1043, 448)"
2970,970,355,91,113,"(985, 397)","(1045, 395)"
2975,983,418,63,79,"(994, 446)","(1036, 446)"
2980,975,453,53,64,"(987, 473)","(1022, 479)"
2985,940,474,53,63,"(956, 492)","(986, 501)"
2990,933,469,49,61,"(946, 488)","(976, 494)"
2995,942,465,49,60,"(953, 485)","(984, 489)"
3000,849,339,145,182,"(873, 413)","(970, 416)"
3005,959,289,158,215,"(980, 372)","(1083, 362)"
3010,1094,267,154,205,"(1112, 346)","(1211, 342)"
3015,1058,241,160,213,"(1077, 314)","(1181, 320)"
3020,987,257,163,221,"(1002, 339)","(1108, 341)"
3025,959,229,167,220,"(981, 300)","(1075, 315)"
3030,922,267,180,227,"(954, 334)","(1052, 363)"
3035,912,201,181,235,"(926, 296)","(1038, 294)"
3040,900,187,199,257,"(920, 300)","(1031, 272)"
3045,861,175,210,272,"(887, 305)","(1000, 265)"
3050,792,183,224,290,"(821, 323)","(946, 285)"
3055,727,231,222,285,"(755, 353)","(897, 337)"
3060,717,251,232,293,"(754, 372)","(905, 365)"
3065,807,273,238,293,"(830, 389)","(987, 377)"
3070,756,233,261,347,"(777, 363)","(943, 365)"
3075,674,210,291,410,"(706, 359)","(896, 387)"
3080,646,195,345,451,"(713, 339)","(931, 375)"
3085,691,199,372,500,"(756, 387)","(1001, 390)"
3090,976,212,386,506,"(1047, 394)","(1283, 438)"
3095,1561,332,519,459,"(1718, 441)","(1887, 517)"
3100,223,432,399,496,"(293, 681)","(524, 645)"
3105,894,249,337,452,"(949, 381)","(1174, 411)"
3110,813,290,336,449,"(869, 445)","(1092, 470)"
3115,772,398,330,444,"(825, 570)","(1048, 585)"
3120,822,405,302,387,"(873, 519)","(1090, 536)"
3125,1510,324,329,456,"(1560, 553)","(1772, 526)"
3130,1044,88,316,380,"(1125, 181)","(1316, 233)"
3135,989,160,282,300,"(1063, 215)","(1232, 274)"
3140,888,260,198,242,"(954, 315)","(1061, 365)"
3145,888,331,136,146,"(936, 361)","(1009, 395)"
3150,892,366,121,138,"(930, 388)","(998, 414)"
3155,926,226,118,143,"(963, 265)","(1032, 284)"
3160,919,248,120,125,"(961, 274)","(1032, 291)"
3165,891,330,122,150,"(922, 377)","(996, 398)"
3170,862,325,131,154,"(895, 375)","(970, 396)"
3175,856,338,133,164,"(894, 390)","(972, 416)"
3180,958,501,36,43,"(961, 529)","(979, 512)"
3185,989,457,41,53,"(994, 477)","(1019, 479)"
3190,1002,435,51,66,"(1010, 466)","(1040, 467)"
3195,990,435,60,75,"(1006, 464)","(1035, 468)"
3200,974,470,84,88,"(983, 514)","(1029, 495)"
3205,947,507,142,143,"(986, 593)","(1030, 541)"
3210,970,547,172,176,"(1014, 663)","(1069, 600)"
3215,618,246,193,230,"(687, 309)","(789, 356)"
3220,688,278,209,245,"(760, 350)","(878, 397)"
3225,82,409,228,215,"(133, 544)","(226, 463)"
3230,1009,227,139,174,"(1024, 293)","(1116, 269)"
3235,967,334,90,104,"(979, 374)","(1037, 364)"
3240,896,354,62,76,"(908, 372)","(949, 381)"
3245,864,369,53,68,"(875, 388)","(908, 400)"
3250,860,365,48,54,"(870, 376)","(900, 386)"
3255,871,351,48,63,"(879, 369)","(910, 378)"
3260,882,347,50,66,"(891, 368)","(921, 376)"
3265,886,359,47,55,"(894, 371)","(925, 379)"
3270,831,188,237,336,"(857, 348)","(1011, 317)"
3275,770,219,235,345,"(798, 365)","(957, 352)"
3280,668,208,247,351,"(712, 358)","(876, 356)"
3285,632,185,257,359,"(679, 338)","(849, 346)"
3290,699,187,255,361,"(743, 339)","(909, 340)"
3295,754,227,254,359,"(791, 375)","(957, 371)"
3300,767,301,259,359,"(805, 450)","(981, 446)"
3305,811,296,268,375,"(845, 455)","(1026, 447)"
3310,869,265,265,366,"(893, 424)","(1077, 417)"
3315,903,245,276,449,"(939, 429)","(1128, 415)"
3320,840,198,297,401,"(901, 402)","(1000, 351)"
3325,792,205,307,435,"(837, 400)","(1044, 390)"
3330,798,227,314,433,"(842, 421)","(1050, 407)"
3335,787,230,314,452,"(826, 431)","(1036, 414)"
3340,767,179,326,484,"(803, 399)","(1015, 358)"
3345,425,358,34,55,"(424, 383)","(448, 374)"
3350,431,369,60,68,"(449, 393)","(482, 399)"
3355,0,0,0,0,"(0, 0)","(0, 0)"
3360,916,399,36,56,"(926, 415)","(941, 414)"
3365,352,342,58,73,"(356, 374)","(391, 371)"
3370,690,358,34,55,"(697, 373)","(701, 376)"
3375,823,406,52,63,"(842, 421)","(864, 419)"
3380,768,420,38,58,"(782, 437)","(789, 441)"
3385,1034,425,54,68,"(1036, 454)","(1071, 452)"
3390,1006,415,65,82,"(1013, 448)","(1054, 447)"
3395,956,391,75,96,"(963, 430)","(1013, 428)"
3400,870,381,89,108,"(878, 426)","(936, 416)"
3405,737,361,106,129,"(743, 413)","(815, 406)"
3410,1121,378,116,146,"(1137, 427)","(1216, 432)"
3415,1058,361,136,162,"(1079, 412)","(1173, 420)"
3420,992,319,172,210,"(1017, 400)","(1129, 401)"
3425,924,319,197,250,"(950, 421)","(1081, 416)"
3430,815,262,227,272,"(857, 349)","(1007, 373)"
3435,733,381,238,280,"(783, 448)","(934, 490)"
3440,802,416,235,287,"(856, 490)","(998, 547)"
3445,793,370,240,311,"(848, 460)","(993, 520)"
3450,754,357,236,279,"(801, 425)","(953, 472)"
3455,1235,521,29,38,"(1238, 537)","(1250, 533)"
3460,627,373,44,60,"(630, 394)","(660, 384)"
3465,1236,526,29,38,"(1238, 543)","(1248, 536)"
3470,876,491,41,47,"(880, 515)","(905, 502)"
3475,868,499,39,46,"(871, 516)","(896, 509)"
3480,882,491,39,47,"(888, 504)","(913, 503)"
3485,917,449,42,52,"(919, 468)","(949, 465)"
3490,945,402,44,55,"(952, 422)","(981, 422)"
3495,947,391,48,58,"(956, 413)","(988, 413)"
3500,998,440,39,52,"(1006, 463)","(1034, 461)"
3505,1014,411,47,65,"(1030, 437)","(1056, 437)"
3510,1200,144,75,112,"(1221, 181)","(1240, 177)"
3515,1057,298,114,100,"(1091, 345)","(1126, 316)"
3520,969,334,78,132,"(987, 379)","(1023, 395)"
3525,900,354,127,162,"(925, 400)","(995, 433)"
3530,738,224,209,213,"(829, 268)","(916, 300)"
3535,800,182,204,228,"(871, 242)","(965, 256)"
3540,894,476,29,36,"(897, 494)","(918, 487)"
3545,862,430,42,53,"(863, 452)","(883, 448)"
3550,961,429,46,53,"(970, 451)","(991, 445)"
3555,914,477,29,36,"(916, 500)","(924, 494)"
3560,846,469,43,46,"(854, 497)","(872, 486)"
3565,931,461,47,56,"(941, 492)","(963, 482)"
3570,882,466,34,44,"(883, 486)","(903, 482)"
3575,899,473,34,44,"(900, 492)","(924, 488)"
3580,919,491,33,42,"(919, 509)","(941, 507)"
3585,929,511,32,41,"(931, 528)","(952, 528)"
3590,938,536,30,39,"(939, 553)","(961, 550)"
3595,950,557,29,35,"(952, 574)","(970, 569)"
3600,951,582,27,32,"(959, 594)","(973, 594)"
3605,947,602,23,30,"(951, 615)","(965, 614)"
3610,954,614,26,32,"(958, 628)","(970, 626)"
3615,965,631,25,30,"(968, 644)","(982, 643)"
3620,967,675,23,28,"(978, 684)","(989, 688)"
3625,0,0,0,0,"(0, 0)","(0, 0)"
3630,816,430,315,242,"(968, 467)","(1040, 604)"
3635,767,253,154,169,"(822, 305)","(900, 337)"
3640,810,364,69,88,"(820, 402)","(867, 395)"
3645,880,395,51,64,"(897, 405)","(919, 430)"
3650,874,424,53,69,"(885, 443)","(916, 456)"
3655,852,446,46,62,"(865, 462)","(889, 469)"
3660,802,464,62,76,"(807, 502)","(845, 488)"
3665,822,503,63,67,"(828, 536)","(867, 516)"
3670,837,505,71,68,"(847, 541)","(884, 520)"
3675,809,479,98,101,"(823, 537)","(874, 510)"
3680,551,462,176,244,"(547, 564)","(658, 556)"
3685,662,519,270,245,"(790, 564)","(859, 680)"
3690,785,463,255,300,"(853, 544)","(998, 622)"
3695,850,478,252,300,"(920, 559)","(1066, 625)"
3700,885,410,223,249,"(966, 474)","(1065, 547)"
3705,895,422,112,112,"(941, 450)","(980, 494)"
3710,795,398,83,85,"(816, 421)","(863, 430)"
3715,872,402,71,85,"(883, 434)","(925, 436)"
3720,910,400,69,87,"(917, 438)","(958, 429)"
3725,926,396,66,89,"(930, 440)","(971, 426)"
3730,918,398,68,84,"(928, 437)","(968, 425)"
3735,899,402,69,87,"(911, 444)","(952, 433)"
3740,908,430,69,82,"(919, 469)","(962, 458)"
3745,762,185,314,410,"(853, 344)","(1048, 355)"
3750,779,119,301,398,"(856, 268)","(1053, 276)"
3755,796,217,294,369,"(869, 336)","(1060, 338)"
3760,1033,283,215,297,"(1052, 422)","(1183, 416)"
3765,1012,353,233,293,"(1033, 485)","(1166, 466)"
3770,611,223,326,414,"(673, 398)","(890, 409)"
3775,604,229,324,417,"(665, 409)","(881, 423)"
3780,486,256,326,407,"(545, 422)","(761, 444)"
3785,670,216,293,404,"(708, 394)","(909, 385)"
3790,663,215,290,409,"(701, 392)","(900, 396)"
3795,564,246,315,470,"(653, 434)","(851, 442)"
3800,500,297,316,458,"(593, 472)","(792, 486)"
3805,664,315,373,481,"(720, 502)","(964, 501)"
3810,623,192,389,489,"(685, 393)","(932, 389)"
3815,634,283,374,502,"(685, 493)","(927, 482)"
3820,0,0,0,0,"(0, 0)","(0, 0)"
3825,0,0,0,0,"(0, 0)","(0, 0)"
3830,0,0,0,0,"(0, 0)","(0, 0)"
3835,123,722,53,81,"(161, 758)","(172, 759)"
3840,0,0,0,0,"(0, 0)","(0, 0)"
3845,0,0,0,0,"(0, 0)","(0, 0)"
3850,1099,589,27,34,"(1101, 606)","(1119, 605)"
3855,1077,584,29,37,"(1080, 601)","(1099, 597)"
3860,969,605,24,31,"(971, 620)","(984, 618)"
3865,946,614,24,30,"(948, 628)","(960, 628)"
3870,907,617,27,31,"(910, 630)","(921, 631)"
3875,851,611,31,37,"(860, 627)","(879, 631)"
3880,1062,594,39,50,"(1076, 617)","(1097, 615)"
3885,1053,582,42,51,"(1066, 603)","(1090, 600)"
3890,852,568,35,45,"(856, 587)","(879, 586)"
3895,1000,511,48,68,"(1008, 539)","(1040, 540)"
3900,986,475,55,75,"(994, 509)","(1029, 510)"
3905,991,480,64,76,"(1001, 514)","(1039, 501)"
3910,993,498,87,99,"(1006, 554)","(1048, 525)"
3915,975,467,126,139,"(998, 549)","(1050, 504)"
3920,948,357,155,171,"(976, 459)","(1041, 408)"
3925,910,290,185,236,"(932, 416)","(1032, 376)"
3930,860,294,206,243,"(894, 389)","(1018, 388)"
3935,888,241,224,250,"(939, 327)","(1069, 360)"
3940,938,200,228,286,"(996, 289)","(1124, 341)"
3945,910,244,212,262,"(962, 332)","(1080, 383)"
3950,875,317,156,187,"(914, 380)","(998, 411)"
3955,888,352,98,125,"(908, 395)","(970, 413)"
3960,894,361,73,92,"(908, 399)","(952, 409)"
3965,901,391,60,75,"(912, 416)","(947, 427)"
3970,882,411,59,72,"(897, 450)","(929, 436)"
3975,890,464,50,56,"(900, 493)","(928, 480)"
3980,901,463,48,62,"(907, 490)","(935, 484)"
3985,903,449,46,61,"(908, 475)","(938, 471)"
3990,893,436,47,61,"(898, 463)","(927, 458)"
3995,817,319,258,361,"(856, 478)","(1033, 469)"
4000,853,310,246,348,"(891, 461)","(1060, 459)"
4005,889,266,202,284,"(916, 387)","(1054, 387)"
4010,899,257,160,227,"(925, 355)","(1031, 354)"
4015,906,279,119,182,"(922, 355)","(1005, 355)"
4020,899,311,102,151,"(909, 373)","(980, 369)"
4025,886,272,106,157,"(898, 337)","(970, 331)"
4030,891,247,94,123,"(926, 287)","(963, 295)"
4035,884,224,110,165,"(895, 294)","(969, 285)"
4040,873,244,119,174,"(884, 317)","(966, 308)"
4045,846,270,139,202,"(861, 352)","(957, 346)"
4050,928,274,179,233,"(959, 366)","(1078, 355)"
4055,1128,269,192,270,"(1148, 384)","(1281, 362)"
4060,1096,265,218,294,"(1120, 395)","(1263, 378)"
4065,896,227,223,313,"(927, 351)","(1080, 353)"
4070,696,139,241,324,"(739, 258)","(899, 274)"
4075,633,139,238,325,"(683, 249)","(837, 270)"
4080,862,175,234,316,"(902, 294)","(1063, 303)"
4085,1003,277,220,328,"(1032, 407)","(1179, 386)"
4090,960,432,81,117,"(969, 478)","(1026, 473)"
4095,917,476,41,55,"(920, 497)","(949, 495)"
4100,884,473,42,56,"(889, 496)","(917, 493)"
4105,881,476,41,51,"(884, 498)","(912, 495)"
4110,1139,213,267,360,"(1177, 377)","(1357, 353)"
4115,1158,196,260,364,"(1199, 366)","(1376, 350)"
4120,1076,177,258,370,"(1114, 345)","(1293, 323)"
4125,988,155,259,349,"(1030, 295)","(1208, 282)"
4130,883,51,273,367,"(928, 198)","(1109, 180)"
4135,849,83,265,376,"(887, 231)","(1074, 229)"
4140,792,114,286,368,"(858, 249)","(1038, 279)"
4145,731,205,322,327,"(861, 284)","(988, 403)"
4150,513,246,270,394,"(553, 418)","(732, 397)"
4155,556,277,270,375,"(588, 433)","(766, 420)"
4160,1031,324,252,292,"(1074, 385)","(1254, 431)"
4165,835,550,23,29,"(841, 562)","(854, 562)"
4170,860,536,22,28,"(867, 549)","(879, 549)"
4175,0,0,0,0,"(0, 0)","(0, 0)"
4180,897,535,23,30,"(899, 549)","(916, 548)"
4185,1009,529,27,34,"(1018, 544)","(1026, 546)"
4190,922,504,34,45,"(930, 523)","(954, 523)"
4195,943,499,40,53,"(962, 520)","(980, 524)"
4200,0,0,0,0,"(0, 0)","(0, 0)"
4205,894,454,58,73,"(911, 473)","(951, 485)"
4210,937,456,67,101,"(971, 501)","(990, 497)"
4215,857,407,110,155,"(897, 471)","(959, 468)"
4220,792,382,141,202,"(838, 456)","(925, 469)"
4225,775,353,184,240,"(837, 441)","(943, 468)"
4230,849,310,238,313,"(929, 432)","(1065, 469)"
4235,879,253,279,386,"(981, 402)","(1134, 433)"
4240,873,356,294,395,"(987, 505)","(1146, 528)"
4245,893,277,293,367,"(996, 416)","(1159, 428)"
4250,884,242,298,381,"(983, 389)","(1155, 402)"
4255,873,241,291,381,"(964, 395)","(1148, 389)"
4260,927,463,48,55,"(937, 488)","(965, 478)"
4265,921,472,50,60,"(930, 499)","(960, 487)"
4270,922,446,49,61,"(926, 475)","(958, 464)"
4275,921,422,57,66,"(930, 452)","(967, 445)"
4280,921,412,67,79,"(935, 450)","(975, 437)"
4285,912,434,85,82,"(932, 479)","(968, 451)"
4290,913,422,81,96,"(927, 464)","(978, 451)"
4295,925,351,92,124,"(941, 399)","(1003, 397)"
4300,948,342,106,138,"(968, 402)","(1038, 399)"
4305,945,381,121,153,"(967, 449)","(1048, 444)"
4310,922,392,138,178,"(947, 467)","(1039, 465)"
4315,906,406,157,197,"(931, 488)","(1035, 489)"
4320,900,443,182,229,"(930, 536)","(1051, 535)"
4325,894,437,210,263,"(932, 548)","(1071, 541)"
4330,884,411,261,310,"(941, 536)","(1107, 527)"
4335,891,368,296,375,"(960, 517)","(1152, 506)"
4340,903,346,298,390,"(966, 510)","(1157, 498)"
4345,898,300,303,416,"(947, 489)","(1142, 471)"
4350,943,610,30,40,"(943, 624)","(966, 622)"
4355,932,600,35,45,"(935, 619)","(957, 616)"
4360,913,601,35,43,"(915, 619)","(938, 618)"
4365,891,596,35,46,"(892, 614)","(915, 612)"
4370,867,574,38,48,"(871, 593)","(894, 590)"
4375,843,552,39,50,"(847, 573)","(869, 571)"
4380,1013,605,33,46,"(1022, 619)","(1035, 619)"
4385,1014,589,31,37,"(1026, 600)","(1040, 603)"
4390,998,582,40,51,"(1014, 594)","(1030, 594)"
4395,779,166,216,252,"(831, 226)","(969, 249)"
4400,972,246,245,344,"(1064, 384)","(1191, 383)"
4405,734,232,225,283,"(776, 328)","(926, 320)"
4410,733,331,237,287,"(775, 429)","(933, 418)"
4415,794,357,256,324,"(844, 488)","(1012, 469)"
4420,870,246,272,351,"(928, 404)","(1101, 353)"
4425,935,259,297,384,"(993, 445)","(1175, 382)"
4430,907,356,310,413,"(967, 555)","(1165, 492)"
4435,750,381,335,425,"(817, 601)","(1029, 532)"
4440,704,288,332,418,"(758, 483)","(972, 405)"
4445,1336,169,295,381,"(1443, 344)","(1592, 365)"
4450,1025,112,210,288,"(1065, 204)","(1208, 224)"
4455,1075,224,167,205,"(1121, 275)","(1219, 318)"
4460,1026,310,130,137,"(1070, 337)","(1138, 377)"
4465,958,360,95,109,"(986, 391)","(1037, 416)"
4470,916,428,68,80,"(935, 453)","(973, 468)"
4475,925,452,51,58,"(935, 473)","(966, 482)"
4480,937,474,41,47,"(947, 490)","(973, 495)"
4485,924,269,162,197,"(966, 326)","(1065, 364)"
4490,913,285,184,219,"(972, 339)","(1071, 385)"
4495,892,295,198,231,"(951, 353)","(1068, 398)"
4500,871,254,212,257,"(926, 324)","(1061, 358)"
4505,872,218,229,291,"(926, 309)","(1074, 333)"
4510,881,230,246,316,"(938, 332)","(1098, 356)"
4515,874,261,262,333,"(939, 358)","(1110, 379)"
4520,859,287,283,361,"(925, 397)","(1113, 415)"
4525,837,344,299,389,"(909, 478)","(1104, 489)"
4530,830,343,303,387,"(900, 485)","(1101, 490)"
4535,842,293,307,424,"(914, 458)","(1115, 459)"
4540,845,287,297,397,"(916, 438)","(1111, 439)"
4545,868,305,238,304,"(921, 413)","(1081, 413)"
4550,877,322,179,223,"(920, 394)","(1036, 398)"
4555,879,345,128,158,"(910, 396)","(996, 397)"
4560,881,366,97,117,"(905, 405)","(969, 405)"
4565,884,380,75,94,"(903, 415)","(952, 415)"
4570,886,392,60,74,"(900, 419)","(940, 418)"
4575,884,396,56,65,"(896, 418)","(933, 419)"
4580,880,396,51,60,"(891, 419)","(924, 419)"
4585,876,400,48,54,"(886, 417)","(919, 417)"
4590,1010,409,57,67,"(1018, 443)","(1047, 433)"
4595,1009,409,57,65,"(1017, 442)","(1044, 431)"
4600,1008,408,57,65,"(1016, 441)","(1044, 430)"
4605,1008,404,57,69,"(1016, 441)","(1044, 430)"
4610,1009,401,57,72,"(1018, 439)","(1045, 427)"
4615,711,209,351,460,"(748, 405)","(963, 373)"
4620,724,205,350,462,"(764, 403)","(983, 373)"
4625,746,200,330,457,"(787, 393)","(1011, 367)"
4630,763,215,319,451,"(807, 407)","(1032, 390)"
4635,764,221,325,463,"(812, 408)","(1039, 400)"
4640,759,220,326,466,"(804, 411)","(1026, 397)"
4645,768,221,326,453,"(813, 411)","(1035, 397)"
4650,762,226,320,449,"(804, 416)","(1025, 392)"
4655,716,227,353,458,"(770, 447)","(985, 383)"
4660,654,274,396,443,"(728, 518)","(909, 396)"
4665,675,267,387,447,"(747, 516)","(930, 396)"
4670,698,277,382,427,"(769, 510)","(955, 398)"
4675,721,285,383,427,"(787, 509)","(971, 402)"
4680,738,275,381,432,"(805, 512)","(989, 408)"
4685,747,271,380,431,"(808, 496)","(1003, 400)"
4690,756,261,380,436,"(816, 487)","(1012, 395)"
4695,774,308,348,432,"(827, 513)","(1054, 495)"
4700,772,290,355,452,"(828, 505)","(1057, 487)"
4705,774,282,351,467,"(824, 482)","(1049, 466)"
4710,772,264,352,454,"(820, 471)","(1044, 444)"
4715,755,266,357,451,"(810, 492)","(1029, 433)"
4720,738,280,362,446,"(805, 520)","(1014, 430)"
4725,737,272,356,437,"(800, 508)","(1010, 424)"
4730,742,252,360,450,"(810, 499)","(1021, 421)"
4735,745,242,356,449,"(811, 484)","(1026, 409)"
4740,737,237,356,440,"(799, 471)","(1017, 397)"
4745,746,235,350,439,"(809, 466)","(1026, 393)"
4750,761,238,348,438,"(823, 464)","(1039, 397)"
4755,762,249,354,437,"(824, 468)","(1038, 402)"
4760,757,242,358,451,"(823, 479)","(1039, 411)"
4765,769,250,351,446,"(831, 479)","(1049, 417)"
4770,796,164,365,508,"(850, 383)","(1085, 391)"
4775,821,201,343,477,"(879, 409)","(1104, 421)"
4780,839,232,358,520,"(911, 488)","(1132, 502)"
4785,848,270,348,494,"(914, 516)","(1132, 516)"
4790,803,238,358,475,"(854, 446)","(1077, 461)"
4795,800,191,364,475,"(859, 392)","(1096, 400)"
4800,784,205,365,472,"(843, 405)","(1078, 405)"
4805,774,211,359,466,"(837, 406)","(1070, 407)"
4810,769,200,360,479,"(832, 410)","(1065, 403)"
