frame,x,y,w,h,eye_point1,eye_point2
195,1057,227,170,229,"(1086, 338)","(1192, 294)"
200,1049,327,225,310,"(1098, 465)","(1234, 419)"
205,1050,293,279,382,"(1132, 435)","(1302, 446)"
210,1033,127,344,459,"(1147, 278)","(1343, 327)"
215,938,535,25,31,"(947, 542)","(959, 544)"
220,937,517,27,35,"(948, 526)","(959, 529)"
225,934,495,30,40,"(947, 507)","(960, 510)"
230,936,473,33,41,"(950, 483)","(967, 490)"
235,929,449,38,47,"(945, 462)","(966, 468)"
240,919,437,39,51,"(932, 452)","(955, 457)"
245,902,420,42,51,"(919, 433)","(938, 439)"
250,1029,326,62,80,"(1038, 360)","(1075, 347)"
255,986,261,119,143,"(998, 325)","(1063, 293)"
260,929,177,132,164,"(948, 245)","(1033, 218)"
265,922,159,136,187,"(950, 235)","(1036, 213)"
270,910,201,146,180,"(950, 274)","(1038, 253)"
275,935,196,172,250,"(969, 288)","(1080, 268)"
280,956,215,228,307,"(1008, 325)","(1151, 297)"
285,984,269,256,336,"(1056, 388)","(1216, 367)"
290,1006,402,277,330,"(1099, 545)","(1252, 495)"
295,901,370,296,368,"(1010, 534)","(1167, 483)"
300,738,313,304,373,"(842, 461)","(1000, 413)"
305,566,196,305,395,"(656, 328)","(855, 328)"
310,646,326,151,170,"(678, 395)","(756, 370)"
315,827,405,90,102,"(849, 461)","(877, 438)"
320,889,442,63,75,"(897, 481)","(930, 463)"
325,881,451,54,67,"(888, 480)","(918, 471)"
330,857,464,44,56,"(862, 481)","(890, 480)"
335,839,450,39,48,"(846, 464)","(873, 471)"
340,842,446,38,47,"(853, 458)","(875, 466)"
345,927,278,180,227,"(950, 362)","(1073, 368)"
350,964,204,152,224,"(970, 304)","(1070, 274)"
355,831,200,141,161,"(868, 247)","(920, 250)"
360,975,175,227,291,"(1004, 294)","(1153, 273)"
365,880,258,267,322,"(913, 410)","(1073, 351)"
370,828,202,299,386,"(872, 339)","(1058, 353)"
375,747,370,413,426,"(922, 461)","(1085, 611)"
380,815,208,380,517,"(891, 348)","(1135, 404)"
385,948,179,367,506,"(982, 340)","(1234, 321)"
390,993,193,377,526,"(1038, 360)","(1287, 336)"
395,1189,521,32,37,"(1190, 534)","(1214, 532)"
400,959,503,31,34,"(968, 512)","(987, 516)"
405,956,493,35,40,"(967, 505)","(987, 508)"
410,952,487,37,43,"(964, 502)","(987, 505)"
415,947,477,41,48,"(960, 495)","(984, 499)"
420,943,495,46,50,"(954, 509)","(981, 512)"
425,937,483,49,56,"(949, 502)","(981, 505)"
430,933,454,55,68,"(948, 472)","(981, 479)"
435,929,444,60,67,"(945, 462)","(981, 469)"
440,1108,723,74,97,"(1130, 760)","(1175, 764)"
445,914,413,78,97,"(934, 448)","(980, 456)"
450,903,411,84,106,"(927, 448)","(978, 457)"
455,897,422,94,117,"(922, 459)","(980, 469)"
460,887,428,108,132,"(917, 471)","(981, 480)"
465,884,373,116,141,"(917, 413)","(985, 422)"
470,871,369,124,146,"(906, 412)","(983, 423)"
475,860,384,137,178,"(896, 447)","(983, 458)"
480,845,390,153,203,"(885, 460)","(981, 470)"
485,837,311,163,217,"(870, 388)","(979, 394)"
490,631,492,244,243,"(708, 587)","(772, 562)"
495,818,386,217,253,"(851, 478)","(982, 456)"
500,829,431,231,294,"(860, 557)","(1009, 529)"
505,872,164,154,211,"(890, 223)","(998, 211)"
510,887,248,120,153,"(907, 305)","(984, 288)"
515,898,299,126,147,"(933, 325)","(1011, 349)"
520,901,393,130,155,"(946, 432)","(1015, 462)"
525,893,424,138,165,"(932, 475)","(1014, 495)"
530,886,410,154,200,"(926, 478)","(1022, 498)"
535,871,404,173,217,"(915, 479)","(1021, 499)"
540,832,383,197,252,"(874, 467)","(997, 493)"
545,788,355,220,283,"(837, 441)","(973, 479)"
550,790,369,242,319,"(838, 470)","(994, 498)"
555,796,398,251,336,"(841, 498)","(1008, 515)"
560,778,376,268,344,"(829, 497)","(1001, 509)"
565,771,358,268,361,"(824, 473)","(1006, 496)"
570,812,244,285,368,"(884, 374)","(1066, 398)"
575,874,261,278,377,"(939, 402)","(1122, 417)"
580,987,432,37,44,"(999, 446)","(1020, 448)"
585,980,426,40,48,"(991, 445)","(1015, 446)"
590,982,408,41,51,"(989, 425)","(1011, 422)"
595,979,335,53,68,"(1000, 353)","(1023, 358)"
600,970,321,59,76,"(987, 340)","(1023, 349)"
605,965,332,60,76,"(982, 351)","(1019, 360)"
610,972,329,63,77,"(988, 354)","(1027, 360)"
615,975,323,68,83,"(994, 348)","(1035, 354)"
620,950,339,81,101,"(973, 372)","(1022, 377)"
625,905,319,97,114,"(928, 353)","(988, 360)"
630,868,334,116,155,"(887, 381)","(965, 389)"
635,834,352,142,188,"(859, 419)","(954, 422)"
640,848,383,178,244,"(873, 468)","(992, 461)"
645,1006,324,221,279,"(1039, 406)","(1189, 421)"
650,975,302,278,320,"(1054, 359)","(1215, 451)"
655,714,252,337,411,"(814, 356)","(996, 443)"
660,983,310,66,87,"(986, 345)","(1023, 345)"
665,955,270,68,89,"(961, 304)","(1000, 308)"
670,898,236,67,85,"(905, 266)","(946, 272)"
675,900,243,57,58,"(913, 248)","(942, 257)"
680,856,206,84,66,"(892, 215)","(914, 227)"
685,842,167,103,78,"(900, 189)","(911, 202)"
690,870,150,102,93,"(919, 163)","(951, 192)"
695,910,110,103,126,"(942, 146)","(990, 175)"
700,945,118,116,149,"(975, 157)","(1037, 188)"
705,952,154,124,156,"(975, 195)","(1048, 222)"
710,916,165,143,183,"(945, 208)","(1033, 238)"
715,866,130,166,198,"(902, 176)","(999, 205)"
720,825,341,185,234,"(867, 392)","(991, 429)"
725,889,305,217,280,"(923, 386)","(1073, 393)"
730,958,175,242,336,"(997, 296)","(1150, 284)"
735,906,194,266,367,"(949, 340)","(1119, 323)"
740,743,282,268,364,"(782, 426)","(957, 402)"
745,535,128,266,387,"(566, 283)","(755, 250)"
750,621,457,35,44,"(640, 477)","(655, 474)"
755,769,451,38,42,"(777, 461)","(803, 462)"
760,719,450,41,58,"(727, 474)","(756, 473)"
765,635,421,40,47,"(643, 436)","(668, 435)"
770,789,445,37,46,"(804, 466)","(823, 462)"
775,836,437,41,44,"(857, 453)","(874, 453)"
780,889,435,36,40,"(900, 447)","(923, 447)"
785,937,430,37,41,"(943, 444)","(969, 444)"
790,863,340,167,213,"(886, 382)","(1013, 430)"
795,715,276,246,288,"(766, 419)","(902, 368)"
800,738,387,288,281,"(820, 565)","(916, 462)"
805,784,497,276,258,"(848, 667)","(939, 551)"
810,864,388,234,292,"(906, 492)","(1004, 505)"
815,846,152,317,287,"(958, 229)","(1042, 316)"
820,873,178,221,285,"(912, 275)","(1045, 321)"
825,887,329,231,300,"(914, 451)","(1060, 468)"
830,894,516,238,308,"(920, 639)","(1065, 627)"
835,975,599,30,40,"(981, 621)","(1001, 618)"
840,963,542,32,38,"(967, 559)","(985, 554)"
845,946,523,33,40,"(948, 540)","(967, 536)"
850,882,499,36,44,"(887, 522)","(904, 517)"
855,847,460,36,45,"(852, 480)","(866, 478)"
860,1142,439,26,33,"(1152, 455)","(1165, 454)"
865,1163,447,27,32,"(1166, 460)","(1182, 455)"
870,966,343,180,244,"(1022, 445)","(1132, 434)"
875,942,358,174,237,"(987, 467)","(1100, 459)"
880,767,215,220,256,"(822, 327)","(954, 323)"
885,617,180,232,277,"(647, 301)","(779, 273)"
890,676,236,242,296,"(701, 364)","(835, 329)"
895,820,325,251,301,"(855, 464)","(996, 433)"
900,953,350,268,332,"(983, 491)","(1142, 466)"
905,778,139,300,397,"(824, 293)","(1017, 309)"
910,635,177,322,431,"(677, 341)","(873, 361)"
915,725,279,301,426,"(754, 443)","(947, 455)"
920,917,247,211,255,"(949, 353)","(1081, 333)"
925,799,247,218,258,"(833, 343)","(977, 338)"
930,604,261,219,286,"(638, 372)","(782, 366)"
935,668,292,219,278,"(699, 394)","(847, 393)"
940,750,290,229,298,"(784, 402)","(936, 402)"
945,771,271,219,269,"(798, 365)","(943, 367)"
950,543,396,87,95,"(573, 424)","(622, 444)"
955,902,386,67,90,"(911, 415)","(943, 421)"
960,874,385,79,101,"(886, 418)","(939, 429)"
965,856,394,86,104,"(867, 428)","(927, 428)"
970,817,381,102,132,"(835, 423)","(904, 428)"
975,881,424,76,111,"(893, 468)","(919, 461)"
980,788,353,134,174,"(814, 406)","(904, 411)"
985,786,311,157,189,"(816, 376)","(920, 382)"
990,777,273,177,225,"(815, 339)","(932, 350)"
995,791,264,190,253,"(831, 346)","(955, 356)"
1000,817,246,195,265,"(856, 352)","(987, 354)"
1005,821,269,193,251,"(856, 371)","(982, 368)"
1010,828,258,197,259,"(859, 368)","(990, 367)"
1015,870,263,188,263,"(905, 364)","(1032, 367)"
1020,888,283,177,217,"(923, 360)","(1042, 360)"
1025,895,262,166,219,"(927, 349)","(1039, 347)"
1030,930,273,155,187,"(963, 342)","(1066, 347)"
1035,967,377,77,93,"(981, 409)","(1033, 409)"
1040,959,444,47,60,"(968, 466)","(998, 464)"
1045,776,306,362,357,"(852, 521)","(978, 359)"
1050,975,125,316,383,"(1036, 234)","(1250, 262)"
1055,1013,110,367,368,"(1151, 185)","(1310, 309)"
1060,985,230,319,375,"(1067, 361)","(1268, 378)"
1065,973,342,306,372,"(1050, 462)","(1242, 479)"
1070,957,232,228,293,"(1029, 344)","(1153, 328)"
1075,976,66,196,230,"(1018, 159)","(1139, 135)"
1080,1043,241,108,120,"(1066, 293)","(1129, 271)"
1085,1034,379,63,70,"(1060, 401)","(1091, 403)"
1090,1023,418,51,57,"(1029, 440)","(1063, 435)"
1095,1009,415,51,58,"(1015, 437)","(1047, 434)"
1100,960,405,46,55,"(963, 423)","(995, 422)"
1105,887,370,50,59,"(891, 388)","(922, 390)"
1110,1016,556,56,55,"(1032, 571)","(1056, 582)"
1115,1026,557,54,53,"(1044, 568)","(1064, 579)"
1120,1126,306,263,262,"(1211, 377)","(1329, 447)"
1125,1156,299,243,284,"(1215, 376)","(1339, 423)"
1130,1199,297,235,306,"(1237, 399)","(1373, 429)"
1135,1213,318,229,319,"(1240, 433)","(1375, 449)"
1140,1184,337,227,301,"(1203, 452)","(1339, 454)"
1145,1204,278,219,281,"(1218, 388)","(1344, 380)"
1150,1177,192,200,261,"(1190, 294)","(1311, 276)"
1155,1123,96,198,249,"(1135, 196)","(1252, 174)"
1160,1052,1,183,246,"(1065, 105)","(1173, 79)"
1165,1023,8,166,219,"(1038, 118)","(1130, 87)"
1170,1029,85,150,183,"(1045, 168)","(1126, 138)"
1175,1003,170,142,155,"(1026, 238)","(1109, 201)"
1180,967,302,77,98,"(975, 351)","(1020, 332)"
1185,935,378,52,71,"(938, 409)","(975, 399)"
1190,935,410,45,60,"(938, 434)","(968, 425)"
1195,938,419,45,57,"(943, 445)","(972, 435)"
1200,921,388,51,70,"(922, 419)","(958, 408)"
1205,879,350,69,96,"(882, 386)","(931, 374)"
1210,830,360,91,122,"(838, 411)","(896, 395)"
1215,801,416,109,142,"(813, 474)","(880, 457)"
1220,809,472,127,166,"(820, 537)","(901, 518)"
1225,836,516,143,190,"(852, 594)","(944, 579)"
1230,851,532,164,218,"(871, 618)","(972, 609)"
1235,841,511,184,244,"(862, 606)","(976, 599)"
1240,811,450,193,249,"(832, 534)","(953, 531)"
1245,807,350,206,281,"(833, 454)","(961, 455)"
1250,791,276,205,277,"(815, 373)","(945, 378)"
1255,811,307,124,168,"(829, 367)","(908, 372)"
1260,885,430,47,63,"(890, 453)","(923, 452)"
1265,894,437,38,53,"(898, 460)","(923, 456)"
1270,887,441,37,49,"(889, 462)","(912, 456)"
1275,989,513,35,44,"(995, 531)","(1018, 532)"
1280,749,284,351,464,"(789, 497)","(996, 441)"
1285,651,237,335,461,"(683, 434)","(880, 389)"
1290,624,266,285,394,"(647, 418)","(824, 402)"
1295,703,305,236,315,"(724, 420)","(874, 429)"
1300,783,392,178,225,"(802, 463)","(916, 473)"
1305,824,452,126,161,"(836, 506)","(918, 505)"
1310,863,484,90,121,"(871, 540)","(926, 531)"
1315,887,495,66,80,"(894, 533)","(930, 521)"
1320,899,510,45,59,"(900, 535)","(923, 527)"
1325,900,535,33,45,"(902, 553)","(918, 549)"
1330,891,546,26,35,"(891, 557)","(911, 558)"
1335,995,568,15,19,"(995, 574)","(1006, 574)"
1340,1047,545,15,18,"(1050, 555)","(1057, 553)"
1345,322,739,41,46,"(323, 763)","(350, 757)"
1350,989,536,22,28,"(994, 545)","(1006, 546)"
1355,940,507,29,35,"(940, 521)","(955, 516)"
1360,967,479,34,40,"(970, 493)","(990, 494)"
1365,914,485,37,43,"(919, 495)","(945, 499)"
1370,868,463,42,47,"(871, 476)","(899, 478)"
1375,822,415,48,59,"(825, 429)","(859, 436)"
1380,1052,430,43,48,"(1056, 446)","(1085, 447)"
1385,1055,408,47,54,"(1062, 425)","(1079, 428)"
1390,1056,378,54,57,"(1072, 407)","(1081, 397)"
1395,1029,377,50,58,"(1030, 401)","(1046, 397)"
1400,877,198,182,226,"(917, 262)","(1031, 295)"
1405,878,196,186,229,"(916, 276)","(1029, 266)"
1410,873,211,181,207,"(904, 319)","(995, 251)"
1415,865,229,186,238,"(898, 319)","(1012, 284)"
1420,871,231,190,269,"(899, 330)","(1025, 319)"
1425,883,291,191,260,"(909, 381)","(1037, 378)"
1430,944,332,201,267,"(983, 418)","(1114, 428)"
1435,988,334,200,282,"(1029, 413)","(1164, 422)"
1440,983,348,211,269,"(1017, 438)","(1157, 440)"
1445,942,375,214,265,"(968, 469)","(1105, 456)"
1450,939,382,212,264,"(964, 465)","(1102, 464)"
1455,944,374,223,292,"(969, 468)","(1109, 462)"
1460,925,340,207,267,"(948, 426)","(1094, 417)"
1465,893,323,197,268,"(912, 426)","(1032, 420)"
1470,878,275,166,208,"(898, 338)","(1007, 323)"
1475,887,314,119,143,"(895, 352)","(988, 347)"
1480,886,303,95,114,"(902, 328)","(969, 333)"
1485,903,316,76,83,"(921, 329)","(971, 344)"
1490,915,393,61,73,"(935, 410)","(970, 424)"
1495,936,397,46,57,"(950, 406)","(977, 417)"
1500,962,388,40,46,"(968, 397)","(991, 399)"
1505,1132,424,42,47,"(1137, 449)","(1157, 441)"
1510,1001,436,36,39,"(1007, 446)","(1029, 445)"
1515,996,445,36,44,"(998, 454)","(1023, 455)"
1520,967,442,39,49,"(976, 454)","(998, 460)"
1525,950,448,40,49,"(960, 463)","(980, 467)"
1530,934,437,43,52,"(940, 448)","(967, 452)"
1535,925,445,46,53,"(931, 460)","(961, 459)"
1540,915,425,52,60,"(923, 444)","(957, 441)"
1545,903,407,61,75,"(914, 434)","(952, 431)"
1550,890,398,71,87,"(904, 431)","(947, 426)"
1555,886,407,80,100,"(899, 442)","(950, 438)"
1560,877,417,92,105,"(898, 443)","(957, 454)"
1565,846,338,111,123,"(885, 363)","(946, 380)"
1570,821,278,131,159,"(861, 326)","(938, 343)"
1575,825,270,150,187,"(859, 333)","(956, 339)"
1580,863,326,169,213,"(899, 407)","(1008, 394)"
1585,977,319,164,206,"(1013, 380)","(1119, 404)"
1590,1059,354,92,111,"(1091, 370)","(1140, 398)"
1595,1040,445,42,46,"(1049, 463)","(1069, 470)"
1600,945,443,36,44,"(946, 456)","(972, 453)"
1605,919,171,296,391,"(953, 357)","(1119, 293)"
1610,734,173,300,378,"(763, 349)","(940, 291)"
1615,625,281,293,414,"(650, 458)","(824, 405)"
1620,588,186,304,396,"(622, 373)","(793, 321)"
1625,624,210,309,395,"(663, 394)","(841, 341)"
1630,693,167,321,409,"(734, 360)","(916, 300)"
1635,801,235,325,438,"(838, 425)","(1027, 372)"
1640,868,128,348,462,"(908, 347)","(1103, 288)"
1645,975,532,33,41,"(980, 550)","(1001, 544)"
1650,965,519,34,40,"(970, 534)","(992, 531)"
1655,945,500,41,47,"(954, 516)","(978, 516)"
1660,942,456,42,51,"(945, 475)","(974, 472)"
1665,939,395,53,63,"(941, 417)","(982, 416)"
1670,936,342,56,74,"(936, 367)","(983, 362)"
1675,933,354,58,78,"(937, 385)","(979, 376)"
1680,921,293,93,130,"(933, 356)","(989, 337)"
1685,893,314,122,149,"(906, 388)","(973, 354)"
1690,846,354,176,195,"(871, 453)","(957, 399)"
1695,785,312,261,300,"(827, 474)","(959, 391)"
1700,916,308,245,309,"(946, 439)","(1096, 400)"
1705,676,270,248,301,"(725, 376)","(885, 400)"
1710,403,246,248,313,"(480, 348)","(628, 391)"
1715,1032,633,156,161,"(1084, 694)","(1165, 711)"
1720,849,205,230,298,"(895, 312)","(1045, 320)"
1725,981,432,80,104,"(986, 469)","(1042, 460)"
1730,980,475,48,57,"(985, 502)","(1011, 491)"
1735,982,487,40,49,"(986, 508)","(1007, 501)"
1740,978,485,35,43,"(980, 502)","(1002, 497)"
1745,1049,123,194,270,"(1070, 221)","(1196, 232)"
1750,924,131,223,268,"(965, 259)","(1096, 204)"
1755,880,221,253,281,"(931, 366)","(1061, 284)"
1760,868,261,272,293,"(918, 419)","(1055, 331)"
1765,832,232,279,323,"(870, 398)","(1020, 312)"
1770,787,189,318,351,"(830, 363)","(985, 268)"
1775,804,249,347,407,"(847, 459)","(1007, 360)"
1780,797,337,363,426,"(839, 557)","(1004, 463)"
1785,746,351,379,473,"(790, 596)","(966, 521)"
1790,1163,562,21,26,"(1166, 572)","(1178, 571)"
1795,1130,491,30,35,"(1139, 507)","(1152, 505)"
1800,945,499,23,30,"(954, 506)","(963, 512)"
1805,1113,495,30,37,"(1117, 511)","(1136, 509)"
1810,1411,457,32,40,"(1413, 476)","(1432, 473)"
1815,1085,487,30,35,"(1086, 496)","(1110, 504)"
1820,1062,481,31,41,"(1067, 497)","(1086, 500)"
1825,860,477,30,33,"(862, 492)","(877, 490)"
1830,859,471,31,39,"(862, 487)","(875, 485)"
1835,855,466,37,44,"(859, 484)","(880, 481)"
1840,830,462,36,43,"(834, 477)","(856, 475)"
1845,786,453,46,53,"(793, 474)","(821, 471)"
1850,657,447,68,80,"(659, 471)","(711, 469)"
1855,1361,280,105,123,"(1380, 333)","(1450, 323)"
1860,1483,167,152,168,"(1506, 231)","(1616, 227)"
1865,1557,66,179,214,"(1588, 153)","(1707, 155)"
1870,1540,51,175,221,"(1573, 128)","(1691, 133)"
1875,810,203,222,212,"(891, 244)","(970, 337)"
1880,735,125,198,249,"(750, 242)","(864, 207)"
1885,727,178,206,251,"(753, 314)","(846, 250)"
1890,792,266,177,194,"(818, 370)","(887, 316)"
1895,826,335,128,150,"(843, 411)","(898, 378)"
1900,847,401,89,103,"(856, 452)","(896, 430)"
1905,853,443,67,80,"(860, 481)","(889, 465)"
1910,855,480,48,56,"(860, 507)","(883, 496)"
1915,856,503,36,45,"(858, 524)","(877, 518)"
1920,847,505,33,46,"(850, 528)","(866, 524)"
1925,1014,482,33,42,"(1016, 501)","(1029, 495)"
1930,998,480,32,42,"(1004, 501)","(1014, 494)"
1935,809,297,192,244,"(836, 411)","(953, 384)"
1940,816,354,198,250,"(839, 472)","(960, 447)"
1945,825,325,205,265,"(850, 448)","(978, 422)"
1950,838,284,213,287,"(861, 417)","(997, 399)"
1955,856,266,219,304,"(882, 400)","(1022, 390)"
1960,868,305,228,316,"(897, 437)","(1042, 433)"
1965,887,317,239,330,"(919, 450)","(1072, 452)"
1970,877,287,219,317,"(890, 396)","(1053, 395)"
1975,786,257,230,265,"(837, 393)","(927, 378)"
1980,654,194,233,295,"(696, 314)","(844, 308)"
1985,530,251,204,280,"(571, 356)","(700, 365)"
1990,525,268,185,234,"(562, 361)","(677, 364)"
1995,699,275,166,218,"(729, 366)","(841, 358)"
2000,968,230,147,194,"(1003, 288)","(1097, 303)"
2005,994,232,147,185,"(1025, 302)","(1121, 307)"
2010,991,226,149,181,"(1024, 295)","(1121, 298)"
2015,1071,240,144,164,"(1100, 299)","(1198, 297)"
2020,1134,231,148,175,"(1162, 301)","(1261, 298)"
2025,1168,272,150,176,"(1195, 345)","(1295, 339)"
2030,1134,347,153,194,"(1162, 423)","(1263, 426)"
2035,1073,332,158,204,"(1100, 420)","(1210, 419)"
2040,1058,314,176,220,"(1087, 407)","(1203, 405)"
2045,1136,315,184,206,"(1168, 394)","(1288, 387)"
2050,1234,270,192,235,"(1265, 372)","(1397, 361)"
2055,758,317,224,289,"(786, 464)","(922, 421)"
2060,787,325,226,306,"(810, 464)","(958, 450)"
2065,939,204,225,290,"(984, 326)","(1113, 286)"
2070,942,180,221,285,"(991, 305)","(1111, 271)"
2075,974,372,85,124,"(975, 418)","(1040, 405)"
2080,912,481,37,49,"(917, 500)","(942, 501)"
2085,979,480,33,42,"(982, 496)","(1005, 491)"
2090,986,478,37,43,"(992, 494)","(1015, 492)"
2095,987,468,36,44,"(992, 485)","(1016, 485)"
2100,981,456,36,46,"(986, 471)","(1011, 472)"
2105,971,448,36,50,"(977, 465)","(1002, 466)"
2110,958,455,35,44,"(961, 469)","(987, 469)"
2115,1062,329,97,128,"(1091, 371)","(1116, 363)"
2120,796,197,248,324,"(836, 321)","(1001, 321)"
2125,880,287,200,263,"(906, 381)","(1038, 378)"
2130,897,298,145,189,"(910, 367)","(1000, 365)"
2135,849,234,105,153,"(863, 278)","(928, 290)"
2140,854,290,85,116,"(865, 329)","(917, 340)"
2145,898,387,67,85,"(904, 415)","(950, 411)"
2150,908,412,57,76,"(916, 438)","(955, 439)"
2155,909,378,57,72,"(922, 398)","(956, 403)"
2160,900,319,65,86,"(911, 349)","(956, 346)"
2165,891,311,89,119,"(906, 357)","(963, 347)"
2170,873,334,116,147,"(894, 394)","(970, 382)"
2175,871,344,153,192,"(893, 427)","(988, 401)"
2180,876,316,189,232,"(901, 424)","(1016, 387)"
2185,878,269,245,280,"(913, 403)","(1053, 349)"
2190,854,193,301,366,"(895, 365)","(1067, 308)"
2195,987,530,31,37,"(989, 541)","(1013, 537)"
2200,983,516,31,38,"(985, 528)","(1010, 526)"
2205,971,513,37,45,"(976, 526)","(1003, 526)"
2210,954,506,43,53,"(963, 521)","(990, 523)"
2215,943,491,41,51,"(950, 506)","(979, 510)"
2220,931,473,42,50,"(939, 488)","(966, 492)"
2225,915,444,38,49,"(918, 460)","(941, 463)"
2230,898,382,44,63,"(906, 404)","(928, 409)"
2235,899,338,47,68,"(906, 360)","(936, 364)"
2240,902,334,54,72,"(910, 357)","(945, 361)"
2245,896,339,55,73,"(903, 363)","(941, 368)"
2250,911,322,63,80,"(919, 351)","(962, 350)"
2255,954,288,83,98,"(964, 321)","(1019, 317)"
2260,955,266,106,135,"(968, 314)","(1036, 308)"
2265,918,251,135,168,"(938, 317)","(1023, 313)"
2270,870,238,168,207,"(902, 311)","(1008, 332)"
2275,856,240,215,259,"(905, 314)","(1036, 353)"
2280,855,212,244,310,"(912, 298)","(1066, 339)"
2285,809,178,257,327,"(874, 288)","(1032, 327)"
2290,725,158,263,299,"(786, 249)","(951, 278)"
2295,551,-3,276,298,"(617, 80)","(788, 107)"
2300,1049,161,256,297,"(1091, 281)","(1244, 227)"
2305,1006,227,246,315,"(1044, 343)","(1200, 302)"
2310,1026,242,240,322,"(1053, 361)","(1212, 329)"
2315,994,288,234,328,"(1019, 405)","(1184, 398)"
2320,923,373,140,182,"(945, 438)","(1039, 437)"
2325,919,431,75,98,"(926, 452)","(983, 455)"
2330,928,497,40,49,"(935, 512)","(960, 512)"
2335,965,206,165,225,"(998, 297)","(1106, 293)"
2340,1084,375,169,193,"(1102, 458)","(1184, 430)"
2345,988,453,182,214,"(1005, 536)","(1122, 502)"
2350,806,350,182,239,"(827, 431)","(946, 419)"
2355,718,314,193,231,"(745, 396)","(864, 384)"
2360,777,249,189,246,"(799, 327)","(919, 352)"
2365,911,396,221,259,"(996, 454)","(1089, 538)"
2370,975,384,235,278,"(1033, 461)","(1172, 509)"
2375,1032,243,239,295,"(1068, 355)","(1223, 352)"
2380,946,156,230,285,"(981, 265)","(1131, 251)"
2385,871,152,141,220,"(886, 244)","(987, 248)"
2390,956,208,110,157,"(985, 259)","(1045, 274)"
2395,949,306,96,119,"(970, 335)","(1031, 351)"
2400,971,355,73,90,"(996, 378)","(1032, 397)"
2405,975,386,52,69,"(996, 407)","(1021, 427)"
2410,965,394,50,66,"(988, 414)","(1009, 433)"
2415,970,400,48,64,"(988, 417)","(1014, 431)"
2420,988,391,46,57,"(1001, 406)","(1030, 414)"
2425,929,392,49,57,"(939, 411)","(970, 408)"
2430,897,405,49,56,"(908, 421)","(942, 425)"
2435,863,411,49,56,"(873, 426)","(909, 432)"
2440,827,399,58,70,"(842, 422)","(880, 430)"
2445,780,385,66,77,"(796, 413)","(839, 421)"
2450,716,367,73,88,"(733, 403)","(781, 396)"
2455,638,340,92,108,"(658, 390)","(717, 372)"
2460,1189,334,115,134,"(1221, 364)","(1293, 386)"
2465,1297,349,117,148,"(1317, 382)","(1403, 394)"
2470,556,325,137,162,"(589, 383)","(681, 390)"
2475,928,337,123,144,"(984, 381)","(1043, 390)"
2480,955,456,52,62,"(972, 485)","(998, 483)"
2485,956,473,36,41,"(970, 486)","(988, 489)"
2490,958,475,34,44,"(973, 491)","(988, 498)"
2495,956,484,34,40,"(975, 497)","(990, 505)"
2500,958,474,36,45,"(977, 487)","(990, 493)"
2505,958,453,35,39,"(975, 467)","(991, 471)"
2510,952,452,37,46,"(970, 467)","(986, 471)"
2515,948,445,39,48,"(966, 463)","(982, 468)"
2520,941,435,54,62,"(957, 455)","(987, 456)"
2525,927,428,86,111,"(944, 460)","(999, 457)"
2530,900,399,141,195,"(932, 469)","(1018, 461)"
2535,874,408,190,248,"(919, 492)","(1028, 485)"
