frame,x,y,w,h,eye_point1,eye_point2
2540,859,381,213,293,"(913, 486)","(1044, 495)"
2545,849,364,237,305,"(903, 476)","(1052, 490)"
2550,845,282,250,322,"(902, 384)","(1063, 402)"
2555,842,276,265,351,"(905, 388)","(1077, 413)"
2560,960,421,39,50,"(978, 433)","(997, 440)"
2565,953,409,49,57,"(977, 421)","(999, 429)"
2570,949,416,52,65,"(974, 436)","(998, 443)"
2575,944,422,54,68,"(966, 444)","(995, 449)"
2580,936,422,59,72,"(959, 443)","(992, 447)"
2585,939,376,68,88,"(965, 407)","(1002, 413)"
2590,958,396,78,102,"(987, 426)","(1031, 435)"
2595,972,390,93,127,"(1001, 441)","(1055, 448)"
2600,962,394,103,133,"(993, 441)","(1058, 448)"
2605,932,388,126,155,"(972, 433)","(1041, 444)"
2610,880,262,158,200,"(936, 318)","(1022, 338)"
2615,781,202,207,258,"(844, 286)","(966, 315)"
2620,752,199,239,335,"(817, 294)","(967, 321)"
2625,760,206,290,382,"(833, 313)","(1016, 347)"
2630,767,173,340,423,"(817, 364)","(1013, 278)"
2635,796,182,377,529,"(854, 380)","(1097, 317)"
2640,851,171,414,603,"(914, 377)","(1202, 370)"
2645,922,511,39,51,"(926, 531)","(943, 529)"
2650,939,521,58,76,"(953, 550)","(993, 548)"
2655,885,532,67,91,"(901, 568)","(947, 564)"
2660,868,502,73,110,"(882, 564)","(929, 551)"
2665,810,483,94,124,"(833, 538)","(892, 532)"
2670,760,432,122,152,"(786, 499)","(865, 495)"
2675,720,365,150,192,"(758, 444)","(854, 439)"
2680,936,336,137,183,"(938, 418)","(1030, 409)"
2685,1038,206,161,203,"(1052, 299)","(1169, 289)"
2690,1095,102,216,318,"(1123, 217)","(1245, 199)"
2695,1112,127,215,286,"(1116, 247)","(1217, 216)"
2700,541,65,265,344,"(581, 219)","(754, 204)"
2705,533,41,255,330,"(573, 193)","(736, 180)"
2710,516,20,251,302,"(557, 139)","(721, 137)"
2715,510,189,246,266,"(552, 295)","(708, 294)"
2720,596,96,233,259,"(639, 211)","(777, 199)"
2725,702,94,206,247,"(738, 195)","(871, 190)"
2730,786,254,164,196,"(817, 332)","(924, 332)"
2735,867,381,116,156,"(885, 447)","(960, 434)"
2740,895,441,80,100,"(912, 482)","(960, 477)"
2745,931,509,47,57,"(941, 536)","(970, 534)"
2750,734,81,228,294,"(764, 209)","(902, 197)"
2755,733,86,226,308,"(766, 231)","(904, 216)"
2760,712,153,227,302,"(743, 290)","(885, 270)"
2765,602,281,254,286,"(657, 434)","(792, 359)"
2770,544,125,254,305,"(594, 286)","(737, 223)"
2775,433,138,227,306,"(464, 241)","(608, 279)"
2780,380,239,196,259,"(410, 342)","(534, 355)"
2785,345,285,171,211,"(375, 358)","(481, 368)"
2790,216,271,172,196,"(247, 338)","(358, 347)"
2795,106,250,175,214,"(133, 332)","(247, 327)"
2800,-42,274,188,241,"(5, 367)","(109, 368)"
2805,765,223,187,241,"(792, 310)","(913, 314)"
2810,703,265,202,270,"(731, 363)","(861, 370)"
2815,684,282,208,272,"(715, 374)","(856, 382)"
2820,679,266,232,326,"(719, 386)","(877, 390)"
2825,718,296,253,339,"(770, 437)","(933, 417)"
2830,779,317,242,351,"(810, 473)","(971, 434)"
2835,746,327,254,332,"(775, 451)","(943, 436)"
2840,797,437,225,293,"(827, 540)","(973, 539)"
2845,892,411,135,181,"(901, 461)","(1001, 464)"
2850,931,349,103,126,"(948, 401)","(1014, 392)"
2855,966,421,64,87,"(969, 450)","(1013, 446)"
2860,958,466,50,68,"(963, 491)","(995, 485)"
2865,938,484,42,52,"(944, 503)","(972, 503)"
2870,939,483,37,42,"(942, 497)","(968, 497)"
2875,944,485,36,42,"(948, 497)","(973, 501)"
2880,907,278,151,193,"(935, 352)","(1036, 369)"
2885,1080,276,165,221,"(1099, 360)","(1209, 345)"
2890,1126,280,158,221,"(1142, 372)","(1239, 364)"
2895,1048,271,158,215,"(1064, 349)","(1169, 349)"
2900,978,296,165,221,"(996, 368)","(1098, 371)"
2905,944,256,182,243,"(982, 335)","(1088, 360)"
2910,907,284,184,245,"(933, 367)","(1047, 383)"
2915,909,235,191,247,"(926, 338)","(1046, 324)"
2920,888,219,209,269,"(905, 335)","(1028, 301)"
2925,781,190,222,274,"(803, 319)","(927, 272)"
2930,694,172,249,307,"(721, 325)","(852, 266)"
2935,667,212,259,319,"(693, 365)","(837, 316)"
2940,713,239,277,359,"(743, 411)","(892, 359)"
2945,772,239,300,386,"(799, 426)","(958, 363)"
2950,771,215,336,423,"(805, 413)","(974, 348)"
2955,797,262,353,449,"(835, 466)","(1008, 405)"
2960,878,289,352,447,"(910, 480)","(1087, 435)"
2965,936,278,354,458,"(966, 475)","(1150, 435)"
2970,1123,260,354,461,"(1152, 452)","(1382, 430)"
2975,-157,531,363,479,"(-42, 751)","(133, 737)"
2980,184,495,340,417,"(244, 676)","(472, 663)"
2985,1053,297,314,404,"(1118, 434)","(1325, 442)"
2990,908,276,320,422,"(982, 426)","(1185, 438)"
2995,858,355,296,376,"(920, 476)","(1111, 485)"
3000,897,403,151,212,"(934, 485)","(1026, 499)"
3005,951,400,70,90,"(976, 425)","(1015, 442)"
3010,974,423,58,73,"(993, 440)","(1026, 451)"
3015,978,417,61,73,"(999, 432)","(1032, 447)"
3020,940,401,69,83,"(966, 420)","(1001, 436)"
3025,914,341,83,101,"(943, 367)","(990, 390)"
3030,876,330,108,129,"(911, 367)","(969, 392)"
3035,890,251,124,148,"(927, 281)","(995, 288)"
3040,943,214,144,183,"(976, 261)","(1067, 273)"
3045,876,280,148,187,"(907, 331)","(1003, 344)"
3050,845,293,151,184,"(879, 344)","(975, 363)"
3055,887,329,144,183,"(916, 384)","(1018, 395)"
3060,1038,437,40,45,"(1048, 448)","(1071, 455)"
3065,831,400,44,54,"(834, 424)","(860, 413)"
3070,979,489,46,49,"(986, 506)","(1016, 499)"
3075,947,473,66,76,"(957, 520)","(990, 495)"
3080,946,464,105,102,"(972, 529)","(1010, 496)"
3085,990,509,124,139,"(1021, 578)","(1073, 546)"
3090,551,170,190,242,"(620, 249)","(724, 291)"
3095,549,203,247,317,"(635, 290)","(772, 350)"
3100,608,224,272,355,"(709, 318)","(858, 392)"
3105,773,53,250,320,"(825, 163)","(987, 172)"
3110,924,187,156,208,"(932, 265)","(1013, 226)"
3115,909,344,85,97,"(920, 382)","(972, 371)"
3120,859,363,58,75,"(869, 382)","(905, 387)"
3125,846,416,46,58,"(858, 435)","(885, 438)"
3130,853,405,39,50,"(861, 418)","(887, 423)"
3135,854,380,49,61,"(865, 398)","(892, 403)"
3140,860,366,49,62,"(870, 384)","(899, 390)"
3145,861,377,49,60,"(872, 393)","(900, 401)"
3150,876,367,48,57,"(889, 381)","(916, 388)"
3155,853,93,255,354,"(897, 243)","(1061, 232)"
3160,692,174,254,337,"(740, 314)","(908, 314)"
3165,637,207,255,334,"(689, 340)","(855, 350)"
3170,734,201,265,337,"(781, 330)","(955, 338)"
3175,820,193,276,369,"(871, 342)","(1048, 351)"
3180,850,266,287,375,"(901, 407)","(1087, 417)"
3185,854,254,311,407,"(910, 425)","(1106, 438)"
3190,857,229,312,426,"(911, 407)","(1112, 416)"
3195,873,218,311,410,"(921, 399)","(1123, 400)"
3200,879,30,312,433,"(936, 195)","(1129, 210)"
3205,804,79,334,400,"(864, 243)","(1076, 243)"
3210,835,136,338,421,"(889, 316)","(1105, 310)"
3215,865,150,348,436,"(926, 334)","(1146, 320)"
3220,910,389,43,51,"(913, 410)","(939, 406)"
3225,378,382,43,53,"(386, 400)","(401, 400)"
3230,307,379,48,60,"(308, 405)","(339, 401)"
3235,663,337,45,69,"(677, 363)","(698, 363)"
3240,811,368,57,61,"(817, 387)","(853, 390)"
3245,725,354,67,71,"(733, 381)","(772, 377)"
3250,591,334,78,89,"(596, 370)","(645, 362)"
3255,381,329,91,102,"(379, 369)","(436, 360)"
3260,663,311,111,142,"(667, 363)","(738, 356)"
3265,428,296,146,186,"(433, 365)","(531, 357)"
3270,1064,253,177,223,"(1092, 333)","(1197, 332)"
3275,968,194,217,292,"(990, 321)","(1126, 305)"
3280,881,206,269,343,"(906, 354)","(1070, 320)"
3285,787,123,303,398,"(823, 287)","(1015, 272)"
3290,664,224,300,376,"(725, 313)","(908, 366)"
3295,636,383,305,416,"(694, 494)","(883, 546)"
3300,674,334,318,397,"(761, 419)","(925, 492)"
3305,634,338,302,404,"(684, 449)","(866, 493)"
3310,665,330,291,362,"(698, 428)","(883, 470)"
3315,695,231,299,362,"(729, 334)","(901, 369)"
3320,943,468,76,76,"(961, 516)","(986, 486)"
3325,906,514,46,47,"(916, 541)","(935, 524)"
3330,888,515,44,48,"(895, 537)","(918, 526)"
3335,894,490,39,47,"(895, 513)","(915, 500)"
3340,904,453,39,52,"(905, 480)","(928, 468)"
3345,914,416,47,58,"(921, 440)","(948, 436)"
3350,919,422,45,56,"(924, 442)","(956, 443)"
3355,899,454,58,67,"(912, 481)","(926, 477)"
3360,996,404,46,67,"(997, 425)","(1017, 429)"
3365,877,310,71,97,"(897, 351)","(927, 346)"
3370,876,254,123,134,"(894, 310)","(975, 299)"
3375,896,309,165,171,"(938, 364)","(1042, 389)"
3380,878,316,205,219,"(950, 373)","(1060, 437)"
3385,819,234,238,286,"(902, 310)","(1033, 375)"
3390,823,192,248,306,"(889, 290)","(1040, 324)"
3395,812,191,235,314,"(846, 312)","(1008, 299)"
3400,756,450,21,27,"(758, 457)","(770, 457)"
3405,674,406,40,58,"(674, 436)","(687, 431)"
3410,603,437,35,43,"(606, 457)","(619, 452)"
3415,586,448,30,38,"(594, 459)","(608, 461)"
3420,693,413,39,53,"(697, 443)","(717, 434)"
3425,746,412,36,44,"(745, 430)","(764, 421)"
3430,786,412,38,45,"(787, 433)","(803, 423)"
3435,830,419,36,43,"(828, 436)","(847, 428)"
3440,876,427,35,42,"(877, 441)","(894, 435)"
3445,846,457,27,41,"(848, 472)","(863, 468)"
3450,854,472,30,37,"(865, 487)","(872, 484)"
3455,878,478,26,33,"(886, 486)","(898, 487)"
3460,897,488,29,37,"(901, 507)","(914, 502)"
3465,917,507,27,36,"(920, 524)","(926, 521)"
3470,928,538,23,29,"(934, 555)","(942, 549)"
3475,1025,543,33,40,"(1027, 560)","(1044, 558)"
3480,754,359,207,252,"(791, 452)","(917, 468)"
3485,805,279,204,230,"(866, 332)","(968, 397)"
3490,734,214,121,152,"(752, 293)","(823, 257)"
3495,741,338,86,88,"(760, 393)","(795, 363)"
3500,780,385,61,74,"(789, 414)","(831, 414)"
3505,882,443,44,56,"(888, 459)","(917, 467)"
3510,764,393,58,75,"(771, 424)","(810, 425)"
3515,777,429,56,73,"(784, 460)","(824, 460)"
3520,802,468,57,74,"(809, 503)","(846, 498)"
3525,828,501,51,67,"(836, 534)","(867, 524)"
3530,817,503,63,72,"(824, 540)","(861, 524)"
3535,626,487,139,170,"(632, 567)","(697, 537)"
3540,950,467,239,191,"(1051, 501)","(1099, 555)"
3545,997,442,265,290,"(1091, 500)","(1216, 591)"
3550,956,411,244,306,"(1027, 477)","(1169, 565)"
3555,1006,417,208,249,"(1064, 464)","(1169, 560)"
3560,950,452,121,114,"(1001, 485)","(1038, 525)"
3565,770,431,69,94,"(783, 460)","(807, 461)"
3570,838,410,80,82,"(856, 432)","(895, 442)"
3575,877,389,72,93,"(890, 417)","(936, 428)"
3580,876,384,73,93,"(888, 416)","(934, 424)"
3585,845,380,71,97,"(855, 418)","(903, 419)"
3590,835,384,72,95,"(845, 421)","(892, 420)"
3595,718,58,307,399,"(834, 202)","(1002, 228)"
3600,677,166,309,405,"(788, 317)","(959, 345)"
3605,700,203,306,387,"(802, 347)","(981, 369)"
3610,705,239,296,387,"(800, 382)","(979, 398)"
3615,1113,330,229,292,"(1152, 436)","(1299, 464)"
3620,1093,353,251,338,"(1130, 486)","(1292, 513)"
3625,1026,73,270,355,"(1073, 210)","(1243, 248)"
3630,1048,11,312,411,"(1092, 170)","(1295, 167)"
3635,808,118,303,416,"(839, 282)","(1043, 291)"
3640,758,169,316,412,"(807, 338)","(1005, 332)"
3645,746,243,319,411,"(822, 387)","(1024, 400)"
3650,777,224,320,415,"(852, 377)","(1059, 383)"
3655,760,191,404,541,"(833, 424)","(1093, 423)"
3660,702,225,411,540,"(776, 456)","(1037, 451)"
3665,647,304,383,507,"(704, 443)","(962, 479)"
3670,696,195,384,475,"(756, 330)","(1016, 377)"
3675,929,253,382,465,"(1014, 385)","(1269, 461)"
3680,1076,623,37,45,"(1090, 639)","(1111, 643)"
3685,922,622,30,37,"(927, 636)","(947, 639)"
3690,913,600,31,41,"(917, 619)","(937, 620)"
3695,926,578,30,43,"(925, 595)","(946, 596)"
3700,936,549,34,48,"(937, 569)","(958, 570)"
3705,931,531,42,53,"(934, 552)","(958, 553)"
3710,878,517,48,66,"(881, 544)","(910, 545)"
3715,950,432,121,136,"(968, 493)","(1038, 473)"
3720,888,408,212,237,"(924, 532)","(1026, 475)"
3725,783,307,252,304,"(829, 492)","(932, 407)"
3730,711,185,251,295,"(756, 346)","(861, 275)"
3735,746,143,244,315,"(772, 280)","(903, 246)"
3740,808,145,235,307,"(839, 262)","(974, 259)"
3745,869,35,258,309,"(917, 145)","(1062, 186)"
3750,916,39,253,330,"(973, 153)","(1120, 211)"
3755,945,83,222,298,"(995, 192)","(1125, 243)"
3760,960,167,180,225,"(1001, 234)","(1106, 275)"
3765,972,229,142,172,"(1009, 288)","(1086, 319)"
3770,989,320,99,114,"(1010, 354)","(1069, 375)"
3775,989,370,80,89,"(1012, 396)","(1054, 418)"
3780,1003,407,58,73,"(1017, 442)","(1052, 433)"
3785,1012,462,52,58,"(1023, 491)","(1052, 479)"
3790,893,497,29,39,"(898, 515)","(908, 513)"
3795,903,494,28,37,"(905, 514)","(911, 512)"
3800,854,237,289,371,"(904, 395)","(1084, 386)"
3805,879,359,270,358,"(929, 510)","(1107, 512)"
3810,909,363,234,311,"(964, 489)","(1118, 497)"
3815,910,314,186,266,"(957, 427)","(1088, 432)"
3820,902,318,165,218,"(939, 406)","(1046, 409)"
3825,901,326,137,191,"(931, 402)","(1021, 403)"
3830,895,341,133,187,"(920, 414)","(1008, 413)"
3835,881,321,136,178,"(906, 396)","(993, 390)"
3840,859,320,133,183,"(879, 395)","(965, 380)"
3845,853,344,143,178,"(873, 413)","(939, 404)"
3850,833,351,161,212,"(851, 436)","(947, 428)"
3855,818,350,183,250,"(841, 456)","(957, 447)"
3860,910,350,215,266,"(937, 474)","(1069, 444)"
3865,1133,361,240,309,"(1157, 500)","(1305, 465)"
3870,1148,370,259,336,"(1177, 514)","(1343, 497)"
3875,899,337,262,338,"(939, 468)","(1111, 471)"
3880,679,243,274,361,"(727, 377)","(911, 395)"
3885,548,197,271,381,"(602, 352)","(783, 360)"
3890,653,240,278,367,"(698, 395)","(880, 390)"
3895,807,393,187,247,"(836, 502)","(954, 487)"
3900,892,497,68,91,"(901, 532)","(947, 525)"
3905,899,508,45,57,"(907, 533)","(934, 527)"
3910,887,507,41,54,"(892, 527)","(918, 524)"
3915,888,504,41,56,"(895, 527)","(921, 526)"
3920,909,505,42,51,"(916, 526)","(942, 523)"
3925,1207,177,273,370,"(1257, 336)","(1431, 320)"
3930,1089,196,271,380,"(1143, 355)","(1318, 343)"
3935,970,151,274,365,"(1019, 313)","(1197, 302)"
3940,859,42,285,388,"(920, 194)","(1104, 190)"
3945,854,116,293,399,"(919, 280)","(1104, 279)"
3950,794,150,300,421,"(863, 319)","(1057, 327)"
3955,734,123,326,430,"(827, 268)","(1022, 327)"
3960,969,154,292,407,"(1019, 315)","(1181, 310)"
3965,738,71,330,396,"(867, 221)","(998, 218)"
3970,700,8,315,440,"(736, 201)","(893, 174)"
3975,827,560,18,21,"(826, 569)","(835, 569)"
3980,782,569,23,28,"(784, 580)","(798, 581)"
3985,856,542,27,36,"(865, 556)","(885, 556)"
3990,945,480,64,85,"(978, 506)","(1002, 500)"
3995,900,442,92,122,"(931, 483)","(983, 480)"
4000,865,412,128,167,"(911, 467)","(986, 474)"
4005,887,371,177,208,"(950, 446)","(1050, 461)"
4010,869,338,233,262,"(958, 424)","(1089, 448)"
4015,817,273,279,330,"(921, 385)","(1073, 414)"
4020,818,347,290,342,"(935, 464)","(1091, 475)"
4025,753,246,314,386,"(872, 387)","(1049, 399)"
4030,689,185,334,398,"(818, 321)","(998, 338)"
4035,694,155,329,420,"(789, 319)","(997, 298)"
4040,895,412,50,54,"(905, 437)","(933, 428)"
4045,895,421,54,61,"(903, 451)","(932, 437)"
4050,906,408,55,61,"(912, 438)","(948, 425)"
4055,915,380,58,69,"(926, 408)","(964, 403)"
4060,921,383,62,71,"(932, 411)","(973, 401)"
4065,911,388,77,82,"(928, 435)","(964, 407)"
4070,914,383,80,96,"(927, 421)","(980, 410)"
4075,931,341,89,113,"(949, 378)","(1011, 379)"
4080,971,301,101,123,"(989, 347)","(1057, 342)"
4085,1004,317,114,135,"(1022, 364)","(1099, 358)"
4090,1003,322,131,158,"(1026, 378)","(1114, 379)"
4095,990,342,151,186,"(1016, 411)","(1119, 411)"
4100,982,427,171,206,"(1010, 497)","(1129, 496)"
4105,962,471,190,239,"(997, 555)","(1126, 550)"
4110,931,413,234,282,"(981, 506)","(1131, 503)"
4115,892,350,339,409,"(966, 478)","(1183, 477)"
4120,889,350,334,401,"(952, 487)","(1172, 473)"
4125,851,316,340,427,"(903, 489)","(1129, 467)"
4130,976,650,30,42,"(988, 667)","(995, 672)"
4135,826,617,28,33,"(828, 629)","(846, 627)"
4140,802,601,29,35,"(803, 613)","(822, 612)"
4145,771,572,31,37,"(776, 584)","(793, 585)"
4150,733,556,35,41,"(736, 569)","(751, 569)"
4155,916,572,30,40,"(925, 585)","(934, 587)"
4160,899,549,35,44,"(911, 558)","(924, 562)"
4165,886,528,34,44,"(904, 540)","(911, 547)"
4170,880,494,37,47,"(900, 511)","(899, 515)"
4175,854,213,215,285,"(901, 296)","(1043, 301)"
4180,891,316,221,286,"(929, 412)","(1078, 420)"
4185,872,429,223,295,"(910, 528)","(1060, 537)"
4190,874,430,224,261,"(914, 510)","(1072, 523)"
4195,983,306,217,265,"(1027, 391)","(1176, 388)"
4200,1047,354,229,290,"(1085, 453)","(1238, 440)"
4205,1013,441,232,308,"(1044, 567)","(1203, 546)"
4210,873,442,230,306,"(903, 569)","(1059, 540)"
4215,773,342,231,304,"(820, 464)","(967, 424)"
4220,779,332,208,241,"(813, 429)","(936, 373)"
4225,959,325,165,177,"(968, 393)","(1079, 344)"
4230,1067,369,138,140,"(1116, 386)","(1185, 413)"
4235,1006,449,92,92,"(1045, 467)","(1082, 483)"
4240,956,458,82,78,"(991, 487)","(1016, 480)"
4245,944,482,60,67,"(969, 499)","(999, 516)"
4250,942,489,54,59,"(963, 505)","(991, 518)"
4255,1066,483,52,64,"(1075, 507)","(1105, 512)"
4260,861,294,181,219,"(925, 344)","(1026, 396)"
4265,835,318,198,246,"(901, 381)","(1011, 432)"
4270,826,292,201,255,"(885, 376)","(1005, 417)"
4275,817,250,212,275,"(875, 343)","(1002, 375)"
4280,810,241,219,286,"(867, 344)","(1003, 369)"
4285,824,278,224,299,"(881, 385)","(1021, 402)"
4290,857,298,234,307,"(917, 402)","(1065, 414)"
4295,873,338,239,333,"(921, 452)","(1082, 461)"
4300,871,408,256,330,"(924, 513)","(1091, 524)"
4305,850,376,267,353,"(914, 504)","(1087, 515)"
4310,841,400,275,341,"(912, 517)","(1086, 527)"
4315,835,395,262,332,"(907, 517)","(1071, 526)"
4320,861,399,201,266,"(911, 495)","(1042, 501)"
4325,884,394,142,186,"(919, 457)","(1015, 469)"
4330,890,408,103,127,"(919, 446)","(983, 449)"
4335,893,416,77,93,"(913, 440)","(961, 446)"
4340,895,421,61,73,"(909, 444)","(948, 448)"
4345,899,424,53,64,"(912, 444)","(944, 445)"
4350,901,424,48,56,"(913, 442)","(944, 443)"
4355,903,418,46,57,"(914, 439)","(943, 440)"
4360,901,420,45,57,"(911, 440)","(941, 441)"
4365,901,421,44,56,"(910, 441)","(939, 441)"
4370,899,420,47,61,"(910, 442)","(938, 443)"
4375,898,420,48,61,"(910, 442)","(937, 442)"
4380,900,420,45,54,"(909, 441)","(938, 441)"
4385,898,418,48,57,"(908, 441)","(938, 440)"
4390,765,225,422,505,"(810, 465)","(1041, 389)"
4395,765,229,416,505,"(811, 461)","(1040, 387)"
4400,759,222,407,512,"(803, 435)","(1042, 380)"
4405,760,214,378,497,"(803, 413)","(1047, 380)"
4410,748,225,380,492,"(795, 423)","(1038, 392)"
4415,741,237,388,492,"(788, 436)","(1036, 402)"
4420,732,249,390,483,"(787, 440)","(1036, 407)"
4425,731,239,393,502,"(791, 449)","(1042, 418)"
4430,743,269,382,479,"(799, 452)","(1050, 422)"
4435,742,250,381,489,"(796, 449)","(1045, 420)"
4440,754,261,380,478,"(802, 453)","(1051, 420)"
4445,749,223,385,452,"(818, 393)","(1079, 388)"
4450,745,251,381,465,"(815, 440)","(1077, 445)"
4455,757,281,381,478,"(829, 478)","(1091, 474)"
4460,767,309,373,461,"(839, 499)","(1096, 480)"
4465,772,310,374,456,"(849, 493)","(1104, 475)"
4470,769,311,374,468,"(849, 509)","(1103, 490)"
4475,753,339,382,440,"(839, 510)","(1093, 488)"
4480,738,321,387,468,"(806, 530)","(1066, 480)"
4485,719,318,402,477,"(783, 550)","(1031, 476)"
4490,740,295,393,476,"(804, 521)","(1056, 452)"
4495,755,294,389,458,"(822, 499)","(1075, 441)"
4500,766,134,381,486,"(825, 345)","(1060, 377)"
4505,728,133,373,495,"(787, 367)","(1026, 356)"
4510,726,155,366,476,"(785, 383)","(1025, 343)"
4515,787,134,362,496,"(832, 358)","(1072, 360)"
4520,814,160,372,476,"(878, 346)","(1109, 396)"
4525,793,160,375,476,"(855, 341)","(1085, 368)"
4530,779,187,355,471,"(831, 386)","(1069, 385)"
4535,710,136,430,576,"(746, 387)","(996, 347)"
4540,709,137,427,580,"(740, 386)","(976, 347)"
4545,751,203,435,576,"(786, 445)","(1014, 397)"
4550,791,209,428,573,"(819, 443)","(1051, 400)"
4555,773,197,434,587,"(812, 432)","(1045, 387)"
4560,746,176,423,571,"(778, 413)","(1020, 371)"
4565,726,190,429,553,"(742, 419)","(1004, 389)"
4570,743,229,425,574,"(780, 468)","(1032, 419)"
4575,767,231,415,551,"(798, 459)","(1049, 413)"
4580,768,226,425,569,"(783, 464)","(1044, 416)"
4585,779,204,418,571,"(813, 435)","(1055, 398)"
