frame,x,y,w,h,eye_point1,eye_point2
1800,733,218,305,377,"(768, 410)","(914, 338)"
1805,707,261,312,392,"(739, 448)","(891, 382)"
1810,696,294,319,408,"(729, 484)","(886, 420)"
1815,680,257,317,432,"(707, 453)","(874, 400)"
1820,653,231,322,440,"(676, 430)","(854, 390)"
1825,1039,285,105,121,"(1055, 333)","(1125, 332)"
1830,1061,300,122,141,"(1083, 353)","(1164, 357)"
1835,1430,122,275,311,"(1506, 284)","(1614, 202)"
1840,1130,94,356,382,"(1244, 198)","(1424, 303)"
1845,1088,-22,406,487,"(1210, 131)","(1431, 225)"
1850,1044,87,375,502,"(1128, 275)","(1368, 306)"
1855,823,98,381,475,"(881, 308)","(1117, 270)"
1860,587,221,407,482,"(636, 460)","(858, 384)"
1865,890,169,241,285,"(929, 326)","(1031, 253)"
1870,311,639,181,231,"(329, 755)","(417, 710)"
1875,233,600,192,230,"(250, 717)","(339, 671)"
1880,245,582,184,226,"(263, 694)","(362, 660)"
1885,773,193,193,269,"(792, 307)","(899, 290)"
1890,775,390,217,243,"(837, 467)","(948, 512)"
1895,783,470,210,218,"(850, 528)","(950, 585)"
1900,645,390,195,200,"(694, 444)","(808, 487)"
1905,467,428,183,166,"(531, 565)","(542, 466)"
