frame,x,y,w,h,eye_point1,eye_point2
290,929,332,60,77,"(948, 369)","(978, 354)"
295,946,329,57,74,"(966, 366)","(988, 354)"
300,968,331,49,64,"(979, 362)","(1001, 348)"
305,945,320,54,71,"(970, 344)","(992, 342)"
310,957,303,59,61,"(965, 339)","(989, 319)"
315,1002,288,55,61,"(1009, 321)","(1035, 305)"
320,1015,287,51,58,"(1019, 315)","(1048, 301)"
325,975,286,52,61,"(980, 311)","(1012, 301)"
330,777,262,173,238,"(804, 322)","(922, 324)"
335,921,178,166,217,"(951, 244)","(1061, 266)"
340,734,261,175,238,"(767, 328)","(886, 339)"
345,889,242,173,240,"(920, 320)","(1039, 324)"
350,980,320,173,195,"(1044, 374)","(1136, 387)"
355,940,258,180,244,"(968, 352)","(1090, 336)"
360,816,273,180,257,"(845, 371)","(968, 356)"
365,715,290,174,217,"(742, 364)","(866, 359)"
370,671,258,193,210,"(734, 303)","(838, 361)"
375,682,334,188,222,"(740, 379)","(846, 438)"
380,966,309,141,207,"(955, 381)","(1040, 392)"
385,797,329,179,258,"(826, 399)","(951, 406)"
390,907,265,177,270,"(937, 347)","(1062, 358)"
395,1078,168,189,253,"(1108, 251)","(1237, 260)"
400,852,137,238,283,"(918, 223)","(1063, 261)"
405,1035,354,163,224,"(1064, 417)","(1145, 426)"
410,30,656,228,302,"(59, 801)","(197, 770)"
415,91,806,209,271,"(120, 941)","(245, 903)"
420,843,195,153,187,"(882, 260)","(980, 276)"
425,916,217,90,109,"(942, 253)","(1002, 261)"
430,956,271,49,56,"(975, 285)","(1000, 289)"
435,953,247,50,60,"(964, 265)","(998, 270)"
440,744,454,62,73,"(752, 492)","(785, 478)"
445,837,195,227,290,"(906, 292)","(1043, 310)"
450,821,208,222,293,"(891, 310)","(1026, 333)"
455,804,243,226,293,"(875, 347)","(1009, 369)"
460,806,249,224,292,"(873, 351)","(1009, 371)"
465,819,141,221,294,"(884, 236)","(1020, 262)"
470,823,198,212,261,"(885, 285)","(1016, 304)"
475,838,235,207,268,"(894, 333)","(1027, 347)"
480,849,216,204,273,"(902, 320)","(1035, 331)"
485,844,140,201,266,"(890, 236)","(1024, 243)"
490,1018,567,64,79,"(1024, 598)","(1070, 594)"
495,971,439,48,58,"(974, 461)","(1003, 454)"
500,1104,526,69,81,"(1108, 566)","(1149, 548)"
505,1005,523,78,85,"(1015, 569)","(1056, 545)"
510,934,490,86,98,"(943, 539)","(992, 523)"
515,965,390,83,107,"(970, 434)","(1026, 429)"
520,906,300,60,70,"(924, 318)","(955, 330)"
525,898,355,63,71,"(920, 373)","(952, 391)"
530,867,389,68,78,"(887, 405)","(928, 425)"
535,844,386,80,99,"(868, 412)","(914, 431)"
540,837,376,88,104,"(859, 404)","(915, 419)"
545,846,368,100,120,"(870, 407)","(932, 420)"
550,856,379,109,127,"(890, 409)","(953, 431)"
555,812,326,166,225,"(862, 404)","(961, 433)"
560,786,269,278,354,"(862, 370)","(1037, 407)"
565,847,220,308,386,"(932, 346)","(1126, 378)"
570,807,140,307,392,"(901, 243)","(1090, 299)"
575,835,37,321,403,"(946, 150)","(1130, 213)"
580,925,395,35,40,"(934, 410)","(956, 414)"
585,923,391,36,43,"(931, 406)","(954, 410)"
590,918,405,37,45,"(927, 420)","(951, 422)"
595,923,396,36,43,"(931, 407)","(956, 411)"
600,918,336,53,70,"(936, 355)","(967, 363)"
605,913,323,60,76,"(931, 344)","(968, 353)"
610,909,331,61,80,"(927, 355)","(964, 364)"
615,915,338,59,78,"(932, 363)","(969, 370)"
620,922,339,65,86,"(940, 367)","(981, 374)"
625,914,324,83,115,"(932, 367)","(985, 372)"
630,876,268,109,148,"(890, 315)","(963, 324)"
635,834,223,149,204,"(854, 288)","(953, 299)"
640,819,207,177,227,"(844, 282)","(964, 288)"
645,845,262,177,238,"(869, 347)","(987, 335)"
650,975,283,172,225,"(992, 359)","(1107, 367)"
655,1020,340,117,133,"(1054, 374)","(1114, 410)"
660,985,385,54,63,"(998, 401)","(1030, 416)"
665,978,369,42,51,"(997, 386)","(1013, 388)"
670,928,346,40,56,"(949, 370)","(969, 369)"
675,1011,378,50,69,"(1015, 409)","(1048, 408)"
680,966,370,52,70,"(968, 400)","(1007, 398)"
685,897,412,48,61,"(899, 437)","(931, 437)"
690,42,254,181,254,"(59, 356)","(141, 363)"
695,868,189,180,217,"(902, 248)","(1020, 280)"
700,889,162,184,241,"(918, 246)","(1039, 263)"
705,889,176,184,246,"(919, 267)","(1039, 278)"
710,896,201,181,242,"(924, 295)","(1044, 302)"
715,889,201,179,236,"(917, 282)","(1042, 297)"
720,1794,241,213,285,"(1824, 361)","(1941, 357)"
725,807,311,183,225,"(846, 378)","(969, 402)"
730,819,273,178,222,"(850, 357)","(976, 358)"
735,799,158,214,293,"(833, 278)","(980, 264)"
740,762,218,237,315,"(799, 334)","(959, 317)"
745,702,326,239,320,"(739, 452)","(900, 431)"
750,601,121,236,321,"(630, 239)","(797, 231)"
755,608,96,243,321,"(643, 213)","(809, 214)"
760,766,286,52,65,"(776, 309)","(811, 303)"
765,1063,272,55,78,"(1071, 304)","(1110, 303)"
770,822,341,36,52,"(842, 360)","(860, 360)"
775,869,337,36,50,"(886, 358)","(903, 356)"
780,903,340,37,45,"(916, 359)","(937, 359)"
785,700,34,203,285,"(733, 157)","(867, 135)"
790,644,258,161,212,"(680, 341)","(757, 331)"
795,870,46,198,298,"(918, 178)","(1041, 164)"
800,879,66,211,258,"(935, 209)","(1036, 150)"
805,732,204,229,222,"(790, 342)","(872, 262)"
810,784,262,237,235,"(841, 399)","(928, 324)"
815,818,312,121,174,"(874, 392)","(907, 387)"
820,923,124,223,180,"(1020, 158)","(1078, 229)"
825,936,85,194,244,"(969, 172)","(1080, 203)"
830,918,317,166,226,"(937, 402)","(1051, 401)"
835,937,400,160,238,"(960, 507)","(1066, 493)"
840,947,336,152,222,"(966, 454)","(1071, 433)"
845,983,334,62,68,"(994, 363)","(1032, 359)"
850,943,343,63,68,"(951, 373)","(988, 366)"
855,914,338,66,82,"(919, 378)","(961, 367)"
860,895,348,69,90,"(901, 392)","(943, 377)"
865,854,304,77,98,"(862, 353)","(906, 337)"
870,800,250,88,116,"(809, 306)","(860, 289)"
875,1132,336,82,103,"(1141, 374)","(1191, 367)"
880,719,294,110,146,"(730, 363)","(793, 341)"
885,677,313,126,148,"(693, 392)","(757, 359)"
890,1170,319,125,154,"(1182, 389)","(1253, 368)"
895,1168,289,138,163,"(1181, 360)","(1248, 332)"
900,437,305,149,206,"(458, 396)","(503, 376)"
905,565,431,151,207,"(578, 540)","(649, 512)"
910,635,441,165,205,"(657, 547)","(730, 508)"
915,508,361,170,214,"(527, 462)","(624, 445)"
920,411,399,158,217,"(422, 502)","(514, 480)"
925,431,437,159,208,"(446, 536)","(537, 509)"
930,436,364,163,209,"(458, 467)","(554, 441)"
935,1141,320,138,159,"(1155, 390)","(1229, 364)"
940,962,349,76,87,"(959, 384)","(1004, 370)"
945,846,317,64,75,"(847, 347)","(881, 338)"
950,1064,360,52,71,"(1080, 388)","(1106, 396)"
955,1009,339,57,73,"(1037, 371)","(1052, 377)"
960,768,237,173,256,"(788, 336)","(891, 349)"
965,821,273,172,232,"(838, 364)","(952, 374)"
970,826,266,165,214,"(849, 346)","(957, 362)"
975,798,254,165,211,"(822, 337)","(931, 337)"
980,779,264,166,214,"(802, 349)","(911, 343)"
985,849,274,164,213,"(875, 352)","(985, 358)"
990,915,289,162,206,"(941, 368)","(1047, 371)"
995,873,257,160,218,"(899, 351)","(1007, 358)"
1000,870,291,138,165,"(899, 362)","(970, 346)"
1005,883,319,116,148,"(902, 371)","(979, 373)"
1010,878,314,118,153,"(899, 369)","(975, 372)"
1015,868,320,118,152,"(885, 383)","(962, 381)"
1020,852,340,114,146,"(868, 397)","(942, 391)"
1025,849,348,117,157,"(865, 406)","(943, 406)"
1030,841,339,130,173,"(865, 397)","(951, 400)"
1035,831,307,150,189,"(857, 385)","(956, 385)"
1040,832,301,153,199,"(861, 376)","(961, 380)"
1045,835,308,151,196,"(861, 380)","(962, 384)"
1050,789,334,167,222,"(817, 417)","(929, 418)"
1055,852,230,173,234,"(881, 337)","(995, 321)"
1060,557,239,314,307,"(635, 424)","(758, 297)"
1065,773,81,286,355,"(846, 179)","(1006, 261)"
1070,846,135,294,328,"(940, 219)","(1085, 317)"
1075,849,313,284,343,"(905, 428)","(1086, 465)"
1080,872,377,276,353,"(928, 512)","(1105, 537)"
1085,905,259,272,375,"(958, 391)","(1140, 397)"
1090,912,138,271,369,"(959, 277)","(1139, 269)"
1095,875,244,255,326,"(912, 380)","(1080, 361)"
1100,809,327,244,295,"(844, 459)","(1001, 430)"
1105,721,311,243,300,"(750, 434)","(902, 406)"
1110,538,274,234,311,"(564, 398)","(711, 392)"
1115,0,0,0,0,"(0, 0)","(0, 0)"
1120,0,0,0,0,"(0, 0)","(0, 0)"
1125,0,0,0,0,"(0, 0)","(0, 0)"
1130,0,0,0,0,"(0, 0)","(0, 0)"
1135,0,0,0,0,"(0, 0)","(0, 0)"
1140,912,629,27,32,"(913, 644)","(927, 640)"
1145,889,611,29,30,"(892, 624)","(907, 620)"
1150,869,590,33,36,"(872, 605)","(889, 602)"
1155,856,571,35,39,"(861, 586)","(878, 583)"
1160,840,548,38,42,"(842, 564)","(865, 560)"
1165,816,517,41,47,"(817, 537)","(842, 533)"
1170,777,464,48,58,"(786, 484)","(807, 481)"
1175,758,405,49,64,"(756, 428)","(780, 421)"
1180,756,351,53,67,"(763, 375)","(781, 372)"
1185,796,320,58,75,"(798, 350)","(828, 345)"
1190,841,321,60,73,"(847, 349)","(882, 346)"
1195,872,304,62,81,"(879, 330)","(916, 329)"
1200,878,278,63,86,"(888, 304)","(923, 307)"
1205,896,258,68,93,"(906, 289)","(944, 295)"
1210,914,262,66,86,"(928, 287)","(967, 300)"
1215,922,258,69,90,"(934, 286)","(976, 303)"
1220,916,262,71,91,"(934, 284)","(972, 301)"
1225,947,241,75,95,"(964, 267)","(1001, 281)"
1230,807,197,185,255,"(833, 299)","(948, 281)"
1235,815,147,187,242,"(841, 240)","(957, 223)"
1240,813,130,191,251,"(839, 231)","(955, 216)"
1245,832,123,186,250,"(856, 227)","(973, 216)"
1250,834,130,188,258,"(858, 241)","(975, 233)"
1255,821,156,185,244,"(845, 250)","(962, 245)"
1260,805,181,185,243,"(828, 274)","(945, 275)"
1265,802,194,187,245,"(826, 286)","(944, 290)"
1270,832,197,187,235,"(856, 282)","(975, 280)"
1275,858,184,190,250,"(884, 294)","(1000, 282)"
1280,894,177,193,250,"(918, 290)","(1034, 274)"
1285,894,189,206,276,"(920, 307)","(1042, 290)"
1290,853,192,217,283,"(880, 313)","(1010, 295)"
1295,789,174,218,284,"(813, 298)","(943, 277)"
1300,1004,395,28,35,"(1009, 412)","(1028, 408)"
1305,845,358,32,44,"(851, 369)","(864, 374)"
1310,1028,375,35,39,"(1034, 397)","(1051, 385)"
1315,1030,356,35,45,"(1033, 377)","(1059, 372)"
1320,1019,348,41,53,"(1027, 366)","(1054, 369)"
1325,1018,335,42,57,"(1025, 356)","(1054, 359)"
1330,1023,324,46,64,"(1031, 348)","(1062, 347)"
1335,725,179,201,245,"(745, 298)","(850, 260)"
1340,683,241,199,261,"(700, 355)","(805, 325)"
1345,657,248,199,276,"(677, 361)","(792, 347)"
1350,710,227,198,256,"(735, 314)","(858, 318)"
1355,802,186,198,253,"(828, 266)","(953, 277)"
1360,814,193,208,263,"(845, 279)","(975, 290)"
1365,846,261,207,278,"(875, 363)","(1007, 366)"
1370,906,230,211,285,"(936, 337)","(1071, 337)"
1375,927,206,211,280,"(955, 308)","(1089, 304)"
1380,883,169,216,283,"(913, 271)","(1046, 256)"
1385,744,207,243,319,"(810, 307)","(950, 308)"
1390,733,277,207,286,"(810, 437)","(887, 414)"
1395,740,218,217,307,"(785, 329)","(920, 325)"
1400,737,159,225,288,"(782, 258)","(923, 267)"
1405,1117,433,178,233,"(1187, 504)","(1278, 523)"
1410,824,192,226,296,"(860, 293)","(1004, 285)"
1415,833,207,223,312,"(864, 332)","(1002, 318)"
1420,816,210,224,297,"(845, 323)","(982, 305)"
1425,767,199,228,299,"(794, 315)","(934, 296)"
1430,707,244,236,305,"(738, 358)","(882, 343)"
1435,890,-29,343,424,"(962, 91)","(1187, 109)"
1440,827,47,352,455,"(899, 210)","(1130, 243)"
1445,876,162,364,447,"(963, 299)","(1190, 363)"
1450,829,183,342,446,"(899, 356)","(1124, 331)"
1455,744,198,369,443,"(829, 437)","(1021, 318)"
1460,726,205,343,473,"(786, 400)","(1018, 346)"
1465,683,216,345,493,"(735, 411)","(974, 372)"
1470,656,260,358,475,"(713, 428)","(952, 417)"
1475,812,344,346,474,"(888, 497)","(1122, 524)"
1480,918,321,305,407,"(986, 451)","(1190, 468)"
1485,821,298,267,346,"(861, 431)","(1042, 427)"
1490,787,283,228,289,"(817, 391)","(970, 388)"
1495,858,280,202,262,"(885, 381)","(1019, 384)"
1500,921,275,178,248,"(946, 366)","(1068, 366)"
1505,963,270,172,223,"(988, 354)","(1103, 352)"
1510,948,240,163,225,"(970, 321)","(1080, 318)"
1515,933,180,154,192,"(954, 254)","(1057, 248)"
1520,885,182,143,182,"(905, 252)","(1002, 250)"
1525,288,274,146,171,"(311, 358)","(397, 339)"
1530,914,345,64,73,"(942, 362)","(970, 369)"
1535,917,404,49,57,"(929, 419)","(958, 426)"
1540,933,374,45,57,"(948, 388)","(969, 391)"
1545,948,339,44,54,"(956, 352)","(986, 356)"
1550,953,354,46,55,"(962, 371)","(994, 373)"
1555,962,382,44,56,"(969, 399)","(1001, 398)"
1560,938,376,44,53,"(941, 392)","(974, 390)"
1565,899,378,47,59,"(902, 398)","(930, 396)"
1570,889,382,46,54,"(892, 400)","(922, 398)"
1575,870,377,46,55,"(875, 395)","(906, 392)"
1580,876,381,44,56,"(879, 403)","(910, 399)"
1585,887,363,45,58,"(892, 389)","(922, 383)"
1590,740,172,249,326,"(764, 317)","(917, 297)"
1595,738,200,249,317,"(762, 335)","(913, 318)"
1600,755,333,244,330,"(780, 454)","(943, 455)"
1605,730,340,239,300,"(787, 432)","(944, 467)"
1610,723,172,192,237,"(783, 250)","(900, 281)"
1615,225,83,193,254,"(247, 198)","(367, 186)"
1620,249,150,193,285,"(273, 273)","(397, 258)"
1625,870,216,186,244,"(904, 316)","(1025, 294)"
1630,944,179,186,230,"(982, 245)","(1099, 284)"
1635,798,159,183,245,"(830, 228)","(950, 257)"
1640,680,181,182,254,"(708, 273)","(834, 277)"
1645,689,230,179,255,"(717, 328)","(840, 327)"
1650,720,123,180,238,"(749, 207)","(874, 211)"
1655,721,151,185,235,"(755, 223)","(880, 237)"
1660,913,396,29,38,"(917, 410)","(928, 407)"
1665,898,348,34,42,"(902, 369)","(915, 364)"
1670,877,315,45,54,"(877, 334)","(908, 330)"
1675,868,255,57,66,"(874, 284)","(912, 272)"
1680,885,259,64,79,"(893, 290)","(935, 278)"
1685,908,255,62,74,"(915, 282)","(958, 275)"
1690,910,246,64,84,"(919, 273)","(962, 269)"
1695,901,237,65,80,"(910, 270)","(950, 254)"
1700,631,262,233,298,"(702, 333)","(837, 379)"
1705,605,270,216,284,"(660, 369)","(790, 371)"
1710,659,274,217,283,"(724, 353)","(848, 386)"
1715,645,263,219,289,"(703, 355)","(834, 374)"
1720,677,238,224,300,"(731, 334)","(873, 342)"
1725,670,256,229,321,"(710, 381)","(857, 358)"
1730,707,214,253,323,"(740, 362)","(900, 313)"
1735,782,238,257,312,"(822, 393)","(974, 323)"
1740,778,220,260,312,"(824, 371)","(973, 302)"
1745,754,283,256,331,"(790, 429)","(945, 358)"
1750,943,337,55,71,"(958, 367)","(991, 366)"
1755,880,319,60,82,"(897, 349)","(933, 351)"
1760,852,304,63,86,"(869, 332)","(907, 340)"
1765,1013,471,44,52,"(1025, 485)","(1052, 487)"
1770,950,322,64,80,"(957, 353)","(997, 348)"
1775,979,312,65,74,"(987, 348)","(1026, 335)"
1780,993,300,66,77,"(1000, 333)","(1038, 320)"
1785,1006,297,67,74,"(1015, 329)","(1052, 317)"
1790,984,320,63,75,"(993, 351)","(1028, 341)"
1795,972,359,57,69,"(979, 387)","(1010, 379)"
1800,976,397,52,62,"(982, 422)","(1011, 413)"
1805,975,418,50,60,"(979, 446)","(1007, 436)"
1810,964,427,47,54,"(967, 449)","(991, 440)"
1815,669,197,306,401,"(703, 361)","(869, 312)"
1820,732,245,312,409,"(768, 421)","(938, 376)"
1825,776,276,323,418,"(811, 458)","(982, 417)"
1830,778,333,315,391,"(804, 491)","(983, 462)"
1835,704,354,318,401,"(736, 504)","(924, 496)"
1840,911,391,43,62,"(929, 415)","(954, 417)"
1845,933,382,46,65,"(953, 408)","(978, 411)"
1850,979,360,49,69,"(1000, 387)","(1025, 395)"
1855,909,400,38,45,"(916, 414)","(939, 412)"
1860,913,408,39,45,"(920, 421)","(946, 421)"
1865,921,381,48,59,"(928, 401)","(959, 403)"
1870,946,356,51,61,"(954, 377)","(989, 379)"
1875,1032,242,90,112,"(1060, 274)","(1116, 286)"
1880,1010,245,100,116,"(1037, 282)","(1101, 291)"
1885,983,219,115,144,"(1011, 268)","(1086, 281)"
1890,1204,270,88,111,"(1212, 307)","(1266, 301)"
1895,1190,225,95,119,"(1202, 261)","(1263, 261)"
1900,945,114,162,204,"(968, 189)","(1076, 199)"
1905,1141,100,189,237,"(1166, 192)","(1291, 193)"
1910,1157,52,212,276,"(1184, 156)","(1322, 163)"
1915,1097,87,218,285,"(1122, 196)","(1265, 196)"
1920,952,125,209,263,"(977, 228)","(1118, 230)"
1925,763,159,211,264,"(804, 244)","(932, 256)"
1930,635,344,146,188,"(655, 418)","(750, 396)"
1935,955,436,68,73,"(962, 457)","(1005, 453)"
1940,878,450,40,45,"(879, 466)","(903, 461)"
1945,0,0,0,0,"(0, 0)","(0, 0)"
1950,702,460,29,33,"(704, 474)","(723, 472)"
1955,992,452,21,27,"(991, 465)","(1004, 462)"
1960,896,465,24,29,"(900, 478)","(911, 473)"
1965,0,0,0,0,"(0, 0)","(0, 0)"
1970,0,0,0,0,"(0, 0)","(0, 0)"
1975,708,191,292,338,"(745, 358)","(886, 287)"
1980,731,166,287,342,"(769, 342)","(904, 266)"
1985,734,137,289,348,"(773, 317)","(908, 245)"
1990,763,167,284,341,"(798, 342)","(941, 278)"
1995,713,200,272,339,"(739, 358)","(893, 320)"
2000,730,163,257,322,"(753, 302)","(909, 275)"
2005,834,107,241,309,"(855, 241)","(1009, 223)"
2010,875,174,218,283,"(894, 293)","(1036, 282)"
2015,806,301,189,241,"(819, 409)","(938, 391)"
2020,812,400,85,110,"(818, 444)","(872, 441)"
2025,853,429,48,63,"(856, 451)","(888, 452)"
2030,841,428,40,59,"(847, 450)","(874, 452)"
2035,1016,447,37,49,"(1022, 465)","(1047, 466)"
2040,1018,458,36,47,"(1024, 477)","(1048, 477)"
2045,865,433,36,49,"(866, 453)","(892, 451)"
2050,708,465,32,39,"(712, 475)","(734, 475)"
2055,879,428,40,50,"(880, 446)","(908, 445)"
2060,878,170,184,229,"(904, 260)","(1015, 242)"
2065,832,216,189,247,"(856, 322)","(968, 298)"
2070,692,186,195,246,"(718, 275)","(837, 271)"
2075,770,175,219,287,"(795, 280)","(931, 281)"
2080,864,178,218,278,"(889, 281)","(1021, 284)"
2085,924,215,222,288,"(946, 329)","(1071, 318)"
2090,928,250,239,292,"(951, 355)","(1086, 348)"
2095,972,235,260,337,"(994, 366)","(1140, 349)"
2100,935,217,291,367,"(963, 371)","(1120, 344)"
2105,894,262,295,395,"(930, 409)","(1106, 392)"
2110,920,471,30,38,"(922, 485)","(944, 483)"
2115,920,463,30,39,"(924, 482)","(944, 480)"
2120,916,455,32,44,"(917, 474)","(943, 472)"
2125,919,444,33,48,"(920, 465)","(948, 464)"
2130,938,423,40,54,"(941, 450)","(970, 446)"
2135,965,403,42,59,"(970, 431)","(999, 428)"
2140,983,387,49,66,"(986, 420)","(1018, 414)"
2145,828,178,202,268,"(860, 283)","(997, 281)"
2150,775,108,213,274,"(814, 208)","(956, 206)"
2155,789,141,205,274,"(825, 242)","(960, 243)"
2160,797,132,208,276,"(835, 237)","(972, 248)"
2165,845,138,215,270,"(897, 227)","(1027, 267)"
2170,772,158,215,264,"(823, 245)","(956, 276)"
2175,758,158,212,277,"(787, 285)","(925, 258)"
2180,920,163,200,287,"(942, 275)","(1078, 266)"
2185,981,181,198,275,"(1008, 283)","(1142, 286)"
2190,916,189,196,258,"(945, 294)","(1075, 297)"
2195,862,182,199,267,"(892, 291)","(1024, 290)"
2200,861,249,148,187,"(880, 324)","(972, 320)"
2205,906,258,144,194,"(921, 332)","(1014, 322)"
2210,924,233,140,180,"(936, 308)","(1023, 304)"
2215,866,241,101,132,"(882, 289)","(931, 288)"
2220,857,314,80,111,"(864, 358)","(907, 356)"
2225,868,352,90,120,"(879, 396)","(936, 396)"
2230,876,346,89,116,"(893, 386)","(950, 391)"
2235,880,322,81,95,"(900, 353)","(951, 359)"
2240,909,380,59,75,"(919, 406)","(959, 405)"
2245,916,408,60,75,"(928, 439)","(966, 436)"
2250,929,434,61,72,"(939, 462)","(979, 457)"
2255,950,444,59,66,"(958, 471)","(995, 464)"
2260,967,466,46,51,"(973, 488)","(1003, 481)"
2265,967,472,42,50,"(973, 493)","(1000, 487)"
2270,958,476,43,52,"(964, 495)","(991, 490)"
2275,948,471,42,53,"(952, 490)","(981, 488)"
2280,932,467,43,55,"(937, 488)","(966, 486)"
2285,921,456,45,61,"(927, 478)","(957, 478)"
2290,913,435,48,59,"(919, 456)","(952, 457)"
2295,904,414,52,69,"(910, 439)","(945, 439)"
2300,884,396,49,61,"(889, 420)","(917, 420)"
2305,857,390,45,60,"(865, 410)","(884, 411)"
2310,849,389,44,61,"(855, 410)","(875, 411)"
2315,840,393,48,64,"(844, 416)","(872, 417)"
2320,825,399,51,64,"(829, 420)","(861, 421)"
2325,805,405,53,67,"(810, 431)","(843, 430)"
2330,896,214,120,166,"(912, 278)","(988, 279)"
2335,912,202,126,174,"(927, 281)","(1006, 275)"
2340,922,180,134,177,"(938, 257)","(1019, 249)"
2345,923,171,131,171,"(937, 240)","(1019, 238)"
2350,895,208,126,170,"(911, 272)","(991, 282)"
2355,868,205,135,184,"(887, 273)","(975, 288)"
2360,817,163,148,207,"(840, 233)","(939, 244)"
2365,1022,192,142,179,"(1043, 253)","(1137, 250)"
2370,738,94,159,190,"(767, 168)","(868, 176)"
2375,913,408,27,33,"(919, 416)","(936, 420)"
2380,886,399,28,35,"(891, 414)","(910, 417)"
2385,1032,394,35,42,"(1036, 411)","(1052, 405)"
2390,1057,368,42,54,"(1062, 396)","(1078, 385)"
2395,1077,390,47,56,"(1084, 413)","(1105, 406)"
2400,1100,380,53,63,"(1101, 403)","(1136, 399)"
2405,1120,362,51,61,"(1126, 380)","(1164, 381)"
2410,1139,335,50,67,"(1143, 350)","(1181, 356)"
2415,1159,319,53,63,"(1166, 336)","(1204, 338)"
2420,686,358,57,71,"(703, 384)","(740, 389)"
2425,904,318,169,207,"(929, 400)","(1041, 382)"
2430,783,184,168,218,"(808, 260)","(920, 252)"
2435,780,176,162,217,"(801, 251)","(913, 253)"
2440,791,204,154,200,"(815, 253)","(908, 294)"
2445,857,356,186,205,"(939, 395)","(994, 478)"
2450,909,279,192,232,"(952, 349)","(1072, 381)"
2455,880,188,191,242,"(907, 282)","(1036, 268)"
2460,438,88,200,252,"(491, 186)","(618, 204)"
2465,583,125,215,257,"(622, 241)","(747, 192)"
2470,820,388,27,33,"(821, 403)","(840, 402)"
2475,982,375,35,41,"(992, 387)","(1007, 388)"
2480,986,352,43,47,"(1009, 366)","(1019, 374)"
2485,958,326,42,56,"(966, 348)","(985, 350)"
2490,721,292,46,58,"(726, 315)","(755, 315)"
2495,1013,285,55,70,"(1030, 305)","(1061, 318)"
2500,1031,253,59,75,"(1047, 276)","(1085, 284)"
2505,942,270,62,81,"(955, 304)","(996, 307)"
2510,894,288,65,81,"(907, 320)","(950, 323)"
2515,855,293,66,81,"(869, 324)","(911, 329)"
2520,834,292,63,81,"(847, 323)","(889, 328)"
2525,823,292,63,78,"(836, 324)","(877, 324)"
2530,821,292,63,70,"(838, 327)","(872, 310)"
2535,934,266,51,72,"(940, 297)","(967, 299)"
2540,833,134,285,370,"(889, 256)","(1082, 277)"
2545,848,185,276,356,"(900, 297)","(1089, 296)"
2550,922,140,271,348,"(966, 264)","(1152, 244)"
2555,1758,175,255,314,"(1830, 301)","(1938, 301)"
