frame,x,y,w,h,eye_point1,eye_point2
750,640,309,274,378,"(679, 469)","(857, 413)"
755,881,437,39,42,"(887, 451)","(917, 450)"
760,1013,450,47,62,"(1026, 474)","(1056, 477)"
765,1009,438,51,68,"(1022, 466)","(1055, 466)"
770,1010,461,48,64,"(1021, 489)","(1052, 489)"
775,1014,462,50,66,"(1026, 491)","(1057, 490)"
780,997,440,44,60,"(1004, 463)","(1036, 463)"
785,986,428,49,67,"(994, 453)","(1028, 452)"
790,939,343,194,289,"(1040, 466)","(1130, 472)"
795,699,238,283,400,"(733, 432)","(906, 405)"
800,798,200,298,357,"(849, 397)","(1001, 313)"
805,847,230,280,355,"(880, 411)","(1034, 340)"
810,856,353,274,343,"(874, 489)","(1017, 495)"
815,807,415,286,370,"(862, 538)","(1001, 622)"
820,744,140,277,400,"(777, 289)","(953, 324)"
825,698,-26,277,394,"(727, 150)","(904, 135)"
830,751,188,293,401,"(776, 363)","(958, 349)"
835,857,552,23,28,"(862, 559)","(877, 561)"
840,851,539,23,33,"(860, 547)","(877, 551)"
845,1061,522,37,49,"(1065, 545)","(1086, 540)"
850,1029,503,36,45,"(1030, 520)","(1056, 519)"
855,983,497,39,48,"(986, 518)","(1013, 512)"
860,939,495,40,47,"(943, 515)","(969, 507)"
865,891,454,43,58,"(890, 480)","(922, 472)"
870,1019,436,37,49,"(1022, 455)","(1046, 455)"
875,994,423,40,48,"(997, 440)","(1023, 438)"
880,969,182,173,249,"(1033, 277)","(1129, 282)"
885,973,267,167,226,"(1030, 360)","(1125, 362)"
890,873,173,196,229,"(934, 252)","(1046, 268)"
895,712,56,208,266,"(750, 161)","(876, 172)"
900,690,107,221,284,"(723, 216)","(860, 222)"
905,789,269,219,269,"(819, 372)","(963, 371)"
910,914,342,222,302,"(947, 461)","(1087, 461)"
915,814,179,259,325,"(866, 290)","(1026, 319)"
920,715,171,280,380,"(757, 310)","(932, 334)"
925,874,187,196,265,"(907, 301)","(1034, 278)"
930,881,195,203,266,"(915, 308)","(1047, 304)"
935,643,185,210,273,"(675, 303)","(814, 296)"
940,589,189,222,293,"(625, 309)","(770, 306)"
945,629,198,230,303,"(667, 328)","(815, 336)"
950,705,203,241,312,"(745, 339)","(901, 329)"
955,884,166,236,314,"(916, 306)","(1072, 301)"
960,0,0,0,0,"(0, 0)","(0, 0)"
965,893,195,118,153,"(909, 254)","(985, 254)"
970,316,202,131,146,"(367, 245)","(431, 277)"
975,302,241,127,142,"(356, 283)","(415, 316)"
980,853,226,117,154,"(871, 288)","(949, 283)"
985,861,236,133,181,"(886, 312)","(973, 305)"
990,866,234,146,186,"(893, 307)","(990, 309)"
995,881,244,164,227,"(904, 331)","(1022, 333)"
1000,855,151,198,264,"(889, 260)","(1022, 264)"
1005,83,77,246,261,"(186, 177)","(274, 175)"
1010,833,107,236,318,"(879, 235)","(1030, 233)"
1015,831,113,235,318,"(873, 252)","(1028, 243)"
1020,816,145,226,303,"(855, 277)","(1005, 269)"
1025,813,191,203,272,"(847, 312)","(982, 301)"
1030,846,234,169,232,"(873, 334)","(988, 331)"
1035,875,272,142,186,"(899, 351)","(996, 351)"
1040,895,293,121,164,"(915, 366)","(999, 364)"
1045,921,351,98,124,"(938, 402)","(1004, 405)"
1050,951,481,37,46,"(956, 500)","(982, 501)"
1055,952,502,27,36,"(954, 516)","(975, 515)"
1060,943,506,28,30,"(948, 528)","(964, 514)"
1065,968,136,241,322,"(1016, 290)","(1172, 263)"
1070,652,273,187,267,"(688, 399)","(814, 373)"
1075,926,274,259,338,"(979, 390)","(1149, 417)"
1080,854,387,264,343,"(902, 519)","(1079, 530)"
1085,757,332,280,381,"(814, 478)","(1002, 491)"
1090,724,143,223,308,"(829, 260)","(941, 256)"
1095,912,99,256,291,"(957, 237)","(1116, 194)"
1100,939,286,152,198,"(967, 366)","(1070, 360)"
1105,969,378,88,107,"(983, 421)","(1042, 413)"
1110,963,412,60,73,"(972, 444)","(1011, 437)"
1115,926,430,53,66,"(933, 458)","(965, 452)"
1120,861,421,49,62,"(864, 445)","(898, 446)"
1125,782,402,50,65,"(784, 426)","(816, 429)"
1130,947,606,46,56,"(962, 626)","(985, 635)"
1135,825,303,194,243,"(846, 411)","(960, 391)"
1140,840,278,185,250,"(859, 387)","(961, 360)"
1145,876,271,181,237,"(892, 382)","(991, 354)"
1150,927,273,170,226,"(942, 382)","(1031, 356)"
1155,952,291,156,205,"(967, 389)","(1049, 367)"
1160,963,287,145,187,"(979, 378)","(1053, 358)"
1165,964,284,129,170,"(977, 361)","(1044, 346)"
1170,945,243,114,153,"(956, 311)","(1016, 300)"
1175,1453,94,104,142,"(1463, 148)","(1535, 144)"
1180,900,230,88,108,"(908, 275)","(960, 268)"
1185,925,254,83,104,"(933, 300)","(981, 291)"
1190,942,280,77,93,"(949, 319)","(995, 313)"
1195,947,217,90,113,"(955, 267)","(1004, 252)"
1200,924,208,105,142,"(938, 271)","(1000, 260)"
1205,931,273,113,145,"(947, 334)","(1012, 319)"
1210,945,320,118,148,"(965, 380)","(1035, 373)"
1215,936,317,123,157,"(955, 382)","(1032, 376)"
1220,947,404,159,185,"(972, 482)","(1071, 464)"
1225,916,292,130,179,"(953, 381)","(999, 386)"
1230,913,463,200,249,"(943, 576)","(1066, 550)"
1235,906,444,219,288,"(934, 568)","(1071, 548)"
1240,908,397,234,315,"(937, 532)","(1083, 519)"
1245,863,369,241,327,"(893, 501)","(1044, 495)"
1250,810,349,248,339,"(841, 485)","(995, 483)"
1255,797,327,249,340,"(829, 458)","(985, 460)"
1260,831,333,161,219,"(853, 414)","(954, 418)"
1265,864,399,79,103,"(875, 434)","(925, 437)"
1270,879,402,57,74,"(887, 429)","(924, 429)"
1275,888,379,54,69,"(896, 405)","(929, 403)"
1280,894,364,54,70,"(898, 392)","(930, 387)"
1285,1018,453,44,60,"(1027, 477)","(1057, 477)"
1290,1020,445,43,61,"(1028, 470)","(1057, 472)"
1295,815,229,187,245,"(842, 340)","(956, 320)"
1300,787,234,170,225,"(810, 332)","(912, 313)"
1305,771,273,145,189,"(790, 348)","(878, 338)"
1310,782,312,121,163,"(797, 372)","(872, 372)"
1315,815,353,105,138,"(831, 405)","(895, 408)"
1320,883,392,88,118,"(895, 436)","(950, 435)"
1325,933,422,75,94,"(941, 462)","(987, 457)"
1330,944,441,63,79,"(949, 477)","(986, 468)"
1335,928,462,54,67,"(931, 494)","(961, 482)"
1340,898,483,48,62,"(901, 512)","(927, 504)"
1345,884,502,41,52,"(888, 522)","(914, 520)"
1350,881,506,35,46,"(886, 522)","(910, 525)"
1355,879,516,33,38,"(890, 522)","(912, 525)"
1360,897,520,29,37,"(902, 531)","(923, 534)"
1365,908,534,27,35,"(909, 542)","(932, 544)"
1370,920,528,28,31,"(924, 535)","(944, 535)"
1375,938,515,26,34,"(941, 526)","(959, 529)"
1380,952,506,26,37,"(955, 515)","(977, 516)"
1385,961,510,31,38,"(969, 523)","(990, 522)"
1390,976,513,31,38,"(984, 526)","(1004, 525)"
1395,988,510,27,34,"(993, 521)","(1013, 518)"
1400,989,496,30,38,"(996, 509)","(1018, 509)"
1405,928,501,31,38,"(933, 511)","(953, 512)"
1410,891,493,33,39,"(893, 504)","(918, 506)"
1415,993,526,30,38,"(997, 542)","(1017, 544)"
1420,964,526,32,37,"(967, 540)","(989, 543)"
1425,944,520,35,45,"(948, 538)","(972, 537)"
1430,933,499,37,49,"(935, 517)","(962, 517)"
1435,1029,430,49,69,"(1036, 458)","(1067, 455)"
1440,1022,432,51,72,"(1029, 461)","(1060, 458)"
1445,1026,440,53,71,"(1032, 470)","(1064, 468)"
1450,1022,448,53,71,"(1029, 477)","(1061, 473)"
1455,1024,453,55,61,"(1030, 482)","(1058, 464)"
1460,1033,448,52,69,"(1041, 476)","(1072, 470)"
1465,889,196,215,321,"(931, 326)","(1074, 307)"
1470,841,270,214,303,"(880, 383)","(1026, 385)"
1475,878,307,218,315,"(917, 428)","(1072, 437)"
1480,943,356,230,344,"(985, 482)","(1148, 483)"
1485,925,321,250,365,"(962, 472)","(1135, 468)"
1490,801,300,275,407,"(843, 475)","(1030, 462)"
1495,745,277,285,424,"(786, 445)","(985, 443)"
1500,815,256,303,476,"(854, 446)","(1067, 445)"
1505,823,255,308,455,"(858, 439)","(1072, 416)"
1510,728,213,305,445,"(762, 385)","(985, 357)"
1515,764,146,233,376,"(790, 305)","(964, 282)"
1520,888,255,134,178,"(906, 337)","(998, 316)"
1525,933,331,77,107,"(943, 374)","(997, 369)"
1530,950,334,53,67,"(961, 358)","(998, 364)"
1535,964,369,50,60,"(976, 386)","(1006, 397)"
1540,989,359,48,56,"(999, 376)","(1027, 380)"
1545,1036,304,44,57,"(1039, 325)","(1071, 324)"
1550,837,333,41,54,"(842, 356)","(871, 356)"
1555,846,375,42,50,"(851, 395)","(878, 390)"
1560,826,386,50,61,"(836, 413)","(865, 409)"
1565,1038,367,49,67,"(1042, 391)","(1075, 390)"
1570,1013,379,56,79,"(1019, 408)","(1059, 410)"
1575,974,362,65,84,"(984, 391)","(1031, 392)"
1580,938,370,78,98,"(952, 406)","(1005, 403)"
1585,905,304,98,129,"(920, 351)","(988, 343)"
1590,859,262,124,167,"(877, 326)","(965, 317)"
1595,803,233,159,225,"(825, 323)","(935, 309)"
1600,766,293,198,278,"(791, 401)","(935, 389)"
1605,733,335,236,320,"(775, 450)","(940, 461)"
1610,684,97,281,361,"(754, 213)","(935, 254)"
1615,661,-43,303,432,"(735, 128)","(932, 164)"
1620,705,-33,275,417,"(752, 161)","(945, 138)"
1625,845,283,178,237,"(869, 396)","(988, 341)"
1630,950,379,98,134,"(966, 426)","(1034, 434)"
1635,1004,380,86,95,"(1033, 399)","(1075, 426)"
1640,896,392,44,59,"(905, 417)","(932, 417)"
1645,909,376,46,59,"(915, 399)","(942, 398)"
1650,919,370,40,59,"(923, 391)","(948, 392)"
1655,909,372,45,47,"(926, 380)","(943, 397)"
1660,943,423,31,42,"(952, 439)","(970, 441)"
1665,856,350,51,63,"(863, 375)","(895, 372)"
1670,951,401,45,54,"(961, 420)","(993, 419)"
1675,970,371,62,87,"(981, 409)","(1021, 405)"
1680,1014,385,75,108,"(1024, 428)","(1071, 426)"
1685,804,302,129,183,"(827, 371)","(913, 380)"
1690,896,285,166,235,"(922, 371)","(1037, 375)"
1695,941,263,216,265,"(976, 406)","(1095, 340)"
1700,818,254,237,309,"(868, 365)","(1021, 380)"
1705,652,320,260,331,"(728, 407)","(879, 455)"
1710,602,294,247,345,"(662, 433)","(821, 426)"
1715,553,312,259,333,"(622, 427)","(783, 458)"
1720,551,272,258,359,"(607, 419)","(776, 414)"
1725,1085,500,196,265,"(1120, 622)","(1239, 583)"
1730,537,261,302,292,"(602, 421)","(727, 315)"
1735,707,302,233,243,"(755, 440)","(858, 355)"
1740,822,338,152,142,"(864, 422)","(917, 365)"
1745,913,397,73,80,"(934, 439)","(951, 422)"
1750,975,443,35,48,"(982, 463)","(1004, 463)"
1755,937,437,33,42,"(946, 451)","(966, 453)"
1760,926,433,31,39,"(936, 449)","(955, 451)"
1765,880,407,38,48,"(886, 424)","(911, 425)"
1770,928,401,41,52,"(936, 423)","(959, 418)"
1775,962,394,44,50,"(968, 417)","(994, 409)"
1780,979,384,46,57,"(983, 410)","(1012, 400)"
1785,975,358,60,79,"(981, 392)","(1017, 382)"
1790,961,335,81,105,"(970, 382)","(1019, 367)"
1795,914,316,111,145,"(927, 380)","(999, 370)"
1800,853,305,161,219,"(877, 393)","(977, 387)"
1805,816,286,211,289,"(842, 406)","(979, 400)"
1810,794,269,237,318,"(821, 410)","(971, 385)"
1815,788,269,274,328,"(830, 447)","(965, 360)"
1820,833,266,256,341,"(860, 429)","(1008, 377)"
1825,866,268,254,349,"(893, 420)","(1050, 395)"
1830,1004,439,38,49,"(1007, 459)","(1032, 455)"
1835,988,418,41,51,"(997, 433)","(1024, 441)"
1840,956,407,45,56,"(964, 425)","(993, 431)"
1845,911,374,45,63,"(914, 395)","(944, 393)"
1850,954,456,36,50,"(957, 478)","(980, 475)"
1855,915,446,43,58,"(919, 469)","(947, 466)"
1860,873,324,71,92,"(892, 363)","(935, 362)"
1865,955,309,82,102,"(971, 353)","(1025, 350)"
1870,716,406,68,91,"(723, 441)","(771, 441)"
1875,1164,164,120,142,"(1186, 214)","(1263, 211)"
1880,1050,337,100,132,"(1065, 391)","(1124, 390)"
1885,979,316,125,176,"(991, 387)","(1070, 376)"
1890,879,286,151,194,"(894, 363)","(987, 359)"
1895,686,243,181,235,"(717, 320)","(823, 342)"
1900,628,223,200,270,"(655, 330)","(778, 336)"
1905,830,216,227,305,"(855, 336)","(1001, 333)"
1910,971,168,244,336,"(994, 310)","(1143, 298)"
1915,1024,126,268,372,"(1051, 289)","(1213, 268)"
1920,915,169,268,371,"(939, 324)","(1108, 303)"
1925,714,283,271,360,"(748, 428)","(925, 410)"
1930,670,369,259,382,"(715, 511)","(878, 499)"
1935,755,347,199,286,"(793, 460)","(920, 455)"
1940,823,360,144,199,"(854, 441)","(947, 444)"
1945,861,385,102,142,"(882, 441)","(950, 449)"
1950,869,422,79,105,"(888, 458)","(937, 474)"
1955,867,469,68,74,"(893, 488)","(920, 514)"
1960,843,480,56,65,"(852, 510)","(885, 500)"
1965,846,525,46,48,"(857, 550)","(880, 532)"
1970,866,545,40,46,"(874, 567)","(896, 553)"
1975,871,560,36,44,"(876, 582)","(897, 569)"
1980,860,571,39,45,"(869, 594)","(889, 582)"
1985,852,580,33,41,"(858, 601)","(878, 591)"
1990,998,615,25,31,"(1004, 627)","(1022, 630)"
1995,989,626,26,32,"(994, 637)","(1013, 638)"
2000,826,587,31,41,"(833, 601)","(853, 606)"
2005,819,588,30,39,"(824, 602)","(845, 604)"
2010,740,156,172,245,"(771, 258)","(882, 263)"
2015,776,251,182,254,"(812, 354)","(931, 363)"
2020,810,351,175,254,"(843, 458)","(964, 463)"
2025,823,320,188,266,"(859, 435)","(986, 438)"
2030,826,289,201,275,"(865, 408)","(999, 416)"
2035,827,281,213,309,"(870, 411)","(1015, 422)"
2040,847,300,238,339,"(897, 444)","(1050, 453)"
2045,830,235,255,350,"(886, 380)","(1049, 385)"
2050,791,159,211,339,"(825, 293)","(954, 285)"
2055,674,180,234,289,"(752, 321)","(834, 317)"
2060,588,203,207,272,"(630, 319)","(752, 301)"
2065,532,256,170,249,"(569, 350)","(673, 344)"
2070,537,290,147,200,"(565, 375)","(661, 364)"
2075,1066,333,137,172,"(1091, 399)","(1183, 408)"
2080,849,273,141,190,"(874, 351)","(967, 344)"
2085,817,270,145,187,"(840, 339)","(936, 345)"
2090,684,256,140,200,"(707, 333)","(806, 334)"
2095,589,241,150,212,"(616, 322)","(716, 329)"
2100,630,249,154,227,"(655, 337)","(763, 338)"
2105,733,298,176,246,"(765, 400)","(878, 391)"
2110,782,333,187,273,"(814, 445)","(940, 436)"
2115,749,335,233,306,"(797, 462)","(936, 456)"
2120,736,344,233,333,"(771, 483)","(927, 480)"
2125,797,355,256,358,"(843, 503)","(1009, 502)"
2130,915,290,254,362,"(944, 445)","(1116, 428)"
2135,933,235,259,366,"(989, 398)","(1153, 381)"
2140,903,256,254,360,"(958, 412)","(1124, 398)"
2145,890,251,253,344,"(941, 405)","(1107, 391)"
2150,907,306,165,220,"(943, 396)","(1049, 386)"
2155,937,449,58,82,"(947, 480)","(987, 481)"
2160,938,488,38,50,"(945, 506)","(970, 507)"
2165,925,488,39,50,"(933, 505)","(958, 509)"
2170,969,493,38,49,"(976, 511)","(1001, 513)"
2175,974,493,38,49,"(980, 511)","(1006, 511)"
2180,979,494,38,49,"(985, 512)","(1011, 512)"
2185,714,65,373,483,"(788, 246)","(1031, 256)"
2190,741,52,376,494,"(808, 262)","(1058, 253)"
2195,944,89,338,433,"(1002, 278)","(1220, 251)"
2200,900,150,235,298,"(933, 276)","(1087, 259)"
2205,837,247,147,197,"(857, 326)","(953, 316)"
2210,986,345,76,110,"(1015, 389)","(1057, 388)"
2215,824,295,77,105,"(829, 331)","(879, 337)"
2220,805,302,73,94,"(812, 338)","(859, 338)"
2225,1034,356,59,76,"(1054, 387)","(1083, 381)"
2230,991,380,55,81,"(1012, 416)","(1043, 411)"
2235,1008,329,61,95,"(1026, 372)","(1064, 367)"
2240,1058,286,86,110,"(1084, 333)","(1140, 327)"
2245,1127,198,118,148,"(1153, 268)","(1227, 249)"
2250,820,182,174,224,"(853, 275)","(968, 262)"
2255,814,234,204,269,"(853, 352)","(982, 324)"
2260,811,252,224,274,"(853, 385)","(992, 346)"
2265,812,249,231,287,"(852, 395)","(989, 345)"
2270,796,190,240,299,"(834, 340)","(975, 294)"
2275,790,142,238,328,"(821, 293)","(971, 266)"
2280,850,110,235,321,"(880, 253)","(1032, 228)"
2285,902,339,51,74,"(907, 366)","(944, 367)"
2290,884,325,60,85,"(892, 357)","(933, 360)"
2295,871,314,68,90,"(880, 347)","(927, 351)"
2300,855,303,77,101,"(863, 342)","(914, 347)"
2305,816,288,86,114,"(826, 329)","(875, 337)"
2310,798,296,100,137,"(807, 348)","(869, 356)"
2315,790,305,134,175,"(809, 370)","(895, 379)"
2320,768,315,167,225,"(789, 401)","(899, 408)"
2325,727,353,212,285,"(752, 475)","(891, 473)"
2330,808,390,242,328,"(837, 531)","(1005, 528)"
2335,873,399,259,356,"(898, 538)","(1075, 537)"
2340,871,336,269,370,"(900, 495)","(1078, 483)"
2345,835,281,263,364,"(862, 441)","(1047, 432)"
2350,740,309,275,373,"(771, 461)","(959, 481)"
2355,693,359,263,353,"(726, 503)","(910, 526)"
2360,662,309,261,379,"(697, 468)","(877, 487)"
2365,630,286,254,344,"(666, 432)","(841, 444)"
2370,862,298,136,214,"(878, 393)","(982, 394)"
2375,933,360,106,140,"(954, 423)","(1020, 409)"
2380,949,377,73,94,"(961, 416)","(1012, 409)"
2385,949,401,55,74,"(959, 432)","(996, 430)"
2390,959,417,40,53,"(964, 438)","(994, 437)"
2395,968,431,40,55,"(974, 451)","(1003, 453)"
2400,983,440,38,52,"(990, 459)","(1018, 463)"
2405,989,427,38,51,"(997, 445)","(1023, 448)"
2410,991,425,38,50,"(1000, 443)","(1027, 447)"
2415,1001,418,38,49,"(1009, 438)","(1037, 437)"
2420,1024,463,42,57,"(1031, 488)","(1060, 484)"
2425,992,478,46,66,"(996, 507)","(1029, 502)"
2430,922,453,52,79,"(927, 481)","(964, 484)"
2435,862,437,58,82,"(870, 466)","(911, 471)"
2440,838,423,66,90,"(843, 449)","(889, 464)"
2445,1033,422,53,69,"(1038, 457)","(1070, 449)"
2450,921,480,100,122,"(941, 515)","(1007, 530)"
2455,953,447,116,149,"(966, 508)","(1042, 494)"
2460,920,415,130,164,"(933, 484)","(1020, 470)"
2465,923,368,66,83,"(938, 398)","(968, 401)"
2470,829,383,110,149,"(844, 442)","(926, 444)"
2475,870,322,124,172,"(884, 391)","(976, 394)"
2480,928,281,130,181,"(922, 367)","(1039, 356)"
2485,837,271,218,265,"(898, 350)","(1028, 397)"
2490,850,310,217,307,"(926, 401)","(1043, 460)"
2495,844,302,231,358,"(916, 425)","(1052, 468)"
2500,875,251,256,324,"(954, 376)","(1109, 395)"
2505,784,219,155,222,"(807, 306)","(916, 319)"
2510,1067,353,138,184,"(1101, 426)","(1192, 418)"
2515,1053,402,86,117,"(1072, 450)","(1131, 444)"
2520,1045,396,76,106,"(1062, 439)","(1114, 433)"
2525,1037,394,68,96,"(1052, 431)","(1100, 426)"
2530,1045,393,61,83,"(1060, 422)","(1103, 428)"
2535,1052,397,65,82,"(1072, 418)","(1110, 432)"
2540,820,388,52,61,"(831, 418)","(863, 407)"
2545,826,393,52,63,"(837, 423)","(871, 416)"
