frame,x,y,w,h,eye_point1,eye_point2
1105,980,384,237,301,"(1019, 513)","(1179, 494)"
1110,840,380,268,315,"(873, 508)","(1054, 494)"
1115,0,0,0,0,"(0, 0)","(0, 0)"
1120,0,0,0,0,"(0, 0)","(0, 0)"
1125,0,0,0,0,"(0, 0)","(0, 0)"
1130,0,0,0,0,"(0, 0)","(0, 0)"
1135,0,0,0,0,"(0, 0)","(0, 0)"
1140,0,0,0,0,"(0, 0)","(0, 0)"
1145,1202,650,24,30,"(1204, 658)","(1223, 660)"
1150,898,717,28,32,"(899, 728)","(914, 724)"
1155,1219,659,30,35,"(1222, 671)","(1239, 671)"
1160,1227,660,35,39,"(1233, 673)","(1250, 672)"
1165,1228,654,35,40,"(1234, 667)","(1253, 669)"
1170,971,633,34,44,"(977, 648)","(996, 650)"
1175,945,582,36,47,"(951, 596)","(968, 597)"
1180,930,528,37,45,"(935, 543)","(956, 541)"
1185,924,490,44,55,"(927, 513)","(953, 508)"
1190,922,459,47,62,"(924, 487)","(954, 482)"
1195,899,421,48,66,"(901, 447)","(934, 445)"
1200,883,383,53,72,"(885, 411)","(920, 408)"
1205,908,365,55,78,"(912, 396)","(949, 396)"
1210,948,373,55,72,"(952, 398)","(990, 402)"
1215,966,370,60,79,"(971, 400)","(1010, 405)"
1220,987,351,60,79,"(991, 376)","(1030, 382)"
1225,1020,278,62,84,"(1027, 304)","(1064, 312)"
1230,1083,216,68,88,"(1090, 245)","(1130, 253)"
1235,1501,500,102,105,"(1544, 522)","(1591, 564)"
1240,1570,495,105,117,"(1610, 523)","(1659, 562)"
1245,729,209,199,277,"(746, 327)","(873, 317)"
1250,1049,338,176,249,"(1112, 437)","(1214, 434)"
1255,743,191,200,268,"(765, 289)","(893, 292)"
1260,777,177,196,276,"(802, 279)","(929, 289)"
1265,810,186,197,265,"(835, 283)","(964, 292)"
1270,841,191,196,262,"(866, 294)","(992, 293)"
1275,859,174,196,269,"(878, 289)","(1007, 271)"
1280,822,148,203,274,"(847, 269)","(974, 247)"
1285,800,176,196,267,"(818, 293)","(944, 271)"
1290,769,175,198,264,"(788, 296)","(914, 269)"
1295,1028,438,25,32,"(1030, 451)","(1042, 452)"
1300,895,413,28,37,"(896, 426)","(915, 426)"
1305,1138,398,33,39,"(1147, 410)","(1165, 407)"
1310,874,386,31,40,"(876, 399)","(896, 402)"
1315,869,359,36,49,"(871, 375)","(895, 378)"
1320,864,317,43,65,"(866, 338)","(894, 341)"
1325,861,271,48,64,"(862, 294)","(893, 293)"
1330,821,102,202,269,"(842, 217)","(967, 199)"
1335,725,96,199,269,"(746, 211)","(868, 195)"
1340,705,161,196,273,"(724, 270)","(845, 265)"
1345,709,196,196,274,"(730, 300)","(854, 303)"
1350,749,197,196,254,"(772, 291)","(898, 293)"
1355,817,150,195,262,"(839, 248)","(965, 252)"
1360,820,122,194,264,"(845, 224)","(970, 226)"
1365,789,182,200,270,"(818, 282)","(947, 283)"
1370,814,200,201,290,"(848, 312)","(974, 313)"
1375,895,164,198,279,"(927, 266)","(1056, 265)"
1380,916,126,203,289,"(951, 237)","(1080, 230)"
1385,893,163,210,292,"(932, 279)","(1067, 267)"
1390,855,277,211,298,"(891, 397)","(1029, 386)"
1395,823,264,215,293,"(867, 381)","(1002, 378)"
1400,808,177,218,303,"(865, 293)","(1001, 301)"
1405,761,147,228,307,"(830, 262)","(962, 270)"
1410,737,236,216,296,"(792, 353)","(924, 355)"
1415,740,185,212,289,"(788, 293)","(923, 293)"
1420,777,151,196,276,"(810, 253)","(943, 247)"
1425,782,145,195,271,"(813, 245)","(944, 242)"
1430,913,94,194,262,"(956, 177)","(1081, 189)"
1435,977,150,189,255,"(1018, 224)","(1139, 234)"
1440,906,185,192,246,"(948, 274)","(1072, 286)"
1445,880,222,200,259,"(928, 314)","(1054, 337)"
1450,879,223,198,242,"(917, 334)","(1037, 291)"
1455,887,192,226,290,"(924, 337)","(1057, 261)"
1460,965,98,294,420,"(1008, 274)","(1200, 232)"
1465,880,220,343,481,"(927, 409)","(1164, 374)"
1470,864,275,342,472,"(919, 454)","(1154, 449)"
1475,1049,394,329,436,"(1110, 545)","(1330, 557)"
1480,968,176,258,345,"(1013, 296)","(1191, 300)"
1485,919,246,227,297,"(951, 367)","(1106, 362)"
1490,865,268,201,258,"(888, 372)","(1018, 365)"
1495,907,324,181,222,"(925, 405)","(1044, 400)"
1500,906,315,168,229,"(925, 404)","(1031, 394)"
1505,879,322,161,200,"(894, 407)","(997, 400)"
1510,885,318,153,194,"(900, 389)","(995, 381)"
1515,896,272,143,175,"(911, 347)","(997, 338)"
1520,899,281,130,159,"(913, 342)","(998, 338)"
1525,872,220,120,151,"(884, 265)","(972, 268)"
1530,901,363,62,68,"(918, 381)","(952, 390)"
1535,895,387,54,66,"(907, 406)","(942, 413)"
1540,917,338,51,55,"(925, 361)","(946, 357)"
1545,953,288,53,61,"(961, 302)","(997, 307)"
1550,975,317,55,68,"(988, 339)","(1020, 339)"
1555,972,354,53,70,"(980, 376)","(1019, 377)"
1560,939,355,53,69,"(943, 380)","(978, 379)"
1565,923,375,50,65,"(926, 392)","(956, 396)"
1570,901,365,55,69,"(905, 385)","(940, 388)"
1575,687,327,199,244,"(714, 411)","(852, 412)"
1580,750,322,192,221,"(777, 400)","(909, 392)"
1585,787,299,185,216,"(816, 367)","(947, 362)"
1590,798,307,196,220,"(826, 380)","(965, 370)"
1595,822,320,196,235,"(851, 398)","(993, 394)"
1600,849,378,195,222,"(889, 440)","(1024, 460)"
1605,816,215,228,260,"(896, 267)","(1023, 329)"
1610,1143,348,98,115,"(1160, 398)","(1223, 388)"
1615,743,97,275,386,"(817, 221)","(993, 263)"
1620,775,220,281,345,"(830, 329)","(1032, 332)"
1625,788,196,272,355,"(825, 340)","(1017, 318)"
1630,731,107,247,336,"(760, 247)","(931, 232)"
1635,618,221,236,299,"(651, 305)","(815, 328)"
1640,900,430,80,98,"(902, 476)","(948, 457)"
1645,845,451,237,257,"(884, 539)","(1044, 559)"
1650,899,405,79,105,"(916, 438)","(959, 452)"
1655,836,439,81,104,"(850, 471)","(897, 483)"
1660,807,380,80,105,"(815, 419)","(869, 417)"
1665,857,367,78,102,"(867, 413)","(919, 398)"
1670,908,375,79,97,"(920, 422)","(968, 404)"
1675,921,376,74,89,"(935, 422)","(981, 401)"
1680,932,388,63,90,"(940, 431)","(984, 423)"
1685,930,367,60,82,"(935, 402)","(980, 400)"
1690,928,367,56,74,"(930, 401)","(968, 386)"
1695,824,160,184,254,"(847, 272)","(973, 246)"
1700,723,229,193,261,"(756, 334)","(887, 331)"
1705,1130,370,178,239,"(1161, 474)","(1278, 461)"
1710,704,204,197,266,"(762, 306)","(880, 319)"
1715,680,198,193,254,"(724, 298)","(849, 305)"
1720,676,199,202,273,"(715, 317)","(846, 299)"
1725,646,170,219,291,"(670, 310)","(801, 262)"
1730,700,155,227,281,"(724, 295)","(850, 237)"
1735,799,180,250,271,"(842, 333)","(965, 261)"
1740,992,339,60,66,"(1006, 373)","(1034, 356)"
1745,986,346,51,71,"(995, 374)","(1028, 365)"
1750,908,354,54,75,"(918, 385)","(955, 381)"
1755,852,362,54,73,"(864, 390)","(901, 389)"
1760,837,357,57,75,"(848, 386)","(889, 390)"
1765,877,360,54,74,"(883, 388)","(921, 391)"
1770,957,432,47,61,"(968, 448)","(997, 454)"
1775,1001,479,38,47,"(1011, 494)","(1031, 497)"
1780,1004,502,37,49,"(1013, 519)","(1029, 517)"
1785,986,500,37,50,"(998, 517)","(1014, 517)"
1790,953,202,147,205,"(966, 289)","(1066, 276)"
1795,888,188,168,229,"(912, 283)","(1022, 281)"
1800,932,199,173,251,"(948, 309)","(1064, 297)"
1805,936,232,199,265,"(951, 358)","(1071, 329)"
1810,912,265,202,270,"(929, 393)","(1046, 361)"
1815,861,266,222,289,"(884, 402)","(1005, 364)"
1820,853,316,203,266,"(865, 424)","(983, 408)"
1825,851,335,188,244,"(862, 428)","(974, 421)"
1830,898,297,170,234,"(908, 390)","(1016, 384)"
1835,885,445,75,108,"(902, 484)","(918, 482)"
1840,869,430,66,80,"(871, 468)","(912, 455)"
1845,1059,228,177,199,"(1102, 290)","(1219, 297)"
1850,874,263,142,160,"(901, 323)","(995, 326)"
1855,1161,427,57,75,"(1169, 457)","(1206, 454)"
1860,803,429,69,88,"(821, 469)","(864, 464)"
1865,886,423,62,77,"(899, 456)","(941, 454)"
1870,931,399,54,70,"(945, 426)","(982, 427)"
1875,961,377,53,69,"(974, 405)","(1008, 408)"
1880,892,430,36,48,"(897, 448)","(922, 446)"
1885,864,429,36,49,"(868, 448)","(893, 448)"
1890,896,436,29,37,"(900, 455)","(915, 451)"
1895,936,431,28,36,"(943, 449)","(961, 446)"
1900,779,327,186,234,"(807, 418)","(928, 434)"
1905,1005,357,185,239,"(1028, 446)","(1155, 456)"
1910,1152,316,201,253,"(1173, 409)","(1310, 417)"
1915,1178,315,193,246,"(1199, 407)","(1328, 411)"
1920,1018,247,187,231,"(1045, 332)","(1172, 336)"
1925,856,333,164,223,"(876, 419)","(987, 408)"
1930,758,458,118,153,"(772, 518)","(848, 503)"
1935,883,477,50,69,"(895, 510)","(934, 508)"
1940,1035,499,33,49,"(1038, 522)","(1053, 516)"
1945,961,512,28,35,"(962, 528)","(977, 526)"
1950,972,504,22,29,"(978, 518)","(989, 514)"
1955,878,516,26,33,"(887, 530)","(899, 527)"
1960,834,518,30,37,"(840, 534)","(854, 530)"
1965,956,508,21,25,"(961, 519)","(972, 519)"
1970,740,249,265,287,"(783, 408)","(896, 318)"
1975,766,198,255,280,"(810, 360)","(919, 279)"
1980,799,204,229,239,"(839, 346)","(935, 271)"
1985,822,196,212,234,"(861, 332)","(950, 267)"
1990,818,214,189,211,"(847, 333)","(935, 280)"
1995,810,256,165,203,"(826, 360)","(917, 328)"
2000,817,254,151,188,"(831, 344)","(917, 321)"
2005,838,205,141,179,"(853, 292)","(933, 272)"
2010,835,218,122,154,"(847, 288)","(919, 272)"
2015,828,347,82,105,"(838, 397)","(887, 388)"
2020,848,424,50,71,"(849, 459)","(874, 455)"
2025,853,430,44,58,"(858, 456)","(886, 452)"
2030,858,431,42,59,"(862, 458)","(889, 453)"
2035,853,451,40,55,"(856, 475)","(883, 472)"
2040,852,477,37,49,"(856, 497)","(881, 495)"
2045,850,490,36,46,"(854, 511)","(878, 508)"
2050,717,516,37,48,"(727, 534)","(748, 534)"
2055,848,519,31,42,"(845, 536)","(858, 535)"
2060,268,126,187,217,"(284, 226)","(398, 203)"
2065,965,185,171,226,"(977, 289)","(1081, 266)"
2070,747,169,192,244,"(767, 269)","(885, 272)"
2075,599,157,214,277,"(621, 256)","(749, 266)"
2080,718,132,213,284,"(736, 246)","(864, 247)"
2085,851,187,220,296,"(871, 308)","(1001, 309)"
2090,980,234,238,305,"(998, 358)","(1137, 355)"
2095,1047,248,246,316,"(1061, 377)","(1204, 366)"
2100,989,237,259,340,"(1004, 378)","(1153, 359)"
2105,997,435,25,33,"(1003, 450)","(1019, 450)"
2110,992,433,27,36,"(995, 449)","(1015, 449)"
2115,989,413,28,36,"(992, 431)","(1014, 429)"
2120,987,389,33,42,"(990, 409)","(1015, 407)"
2125,987,359,37,50,"(991, 382)","(1019, 381)"
2130,993,327,41,58,"(998, 355)","(1029, 351)"
2135,987,293,49,63,"(994, 323)","(1027, 317)"
2140,832,221,219,290,"(868, 343)","(1017, 333)"
2145,749,189,217,289,"(791, 317)","(932, 306)"
2150,753,69,228,309,"(801, 196)","(945, 192)"
2155,733,116,225,298,"(775, 243)","(923, 237)"
2160,718,133,224,296,"(763, 259)","(910, 257)"
2165,714,150,238,298,"(776, 261)","(915, 297)"
2170,1059,166,222,275,"(1110, 277)","(1256, 285)"
2175,677,193,226,281,"(710, 309)","(861, 312)"
2180,862,191,219,309,"(903, 304)","(1048, 319)"
2185,910,247,213,293,"(943, 365)","(1087, 370)"
2190,814,195,219,274,"(846, 308)","(987, 310)"
2195,732,192,218,282,"(762, 312)","(903, 306)"
2200,966,147,245,303,"(989, 278)","(1150, 248)"
2205,884,265,234,319,"(910, 404)","(1057, 376)"
2210,936,257,205,255,"(954, 362)","(1080, 344)"
2215,855,112,207,247,"(901, 201)","(998, 207)"
2220,884,199,164,222,"(903, 270)","(990, 282)"
2225,980,316,138,175,"(992, 383)","(1079, 376)"
2230,1021,273,138,175,"(1042, 338)","(1134, 339)"
2235,1052,186,134,174,"(1077, 251)","(1166, 251)"
2240,1044,232,107,137,"(1064, 283)","(1135, 277)"
2245,1030,307,101,112,"(1048, 353)","(1114, 344)"
2250,1059,351,100,123,"(1076, 398)","(1141, 389)"
2255,1102,367,97,111,"(1118, 415)","(1183, 404)"
2260,1090,405,74,87,"(1102, 447)","(1149, 435)"
2265,1070,413,64,75,"(1079, 449)","(1119, 437)"
2270,1057,381,65,83,"(1064, 416)","(1106, 406)"
2275,1051,352,63,83,"(1059, 383)","(1100, 378)"
2280,1044,341,60,86,"(1044, 378)","(1068, 370)"
2285,1010,386,57,79,"(1015, 415)","(1055, 414)"
2290,999,426,49,58,"(1005, 448)","(1039, 449)"
2295,992,425,50,62,"(998, 447)","(1032, 444)"
2300,962,411,50,60,"(966, 436)","(996, 434)"
2305,925,408,45,61,"(929, 431)","(952, 429)"
2310,905,411,42,60,"(903, 433)","(929, 432)"
2315,887,415,46,63,"(889, 434)","(914, 435)"
2320,867,415,49,64,"(869, 439)","(901, 437)"
2325,847,204,131,160,"(861, 273)","(940, 259)"
2330,891,217,131,170,"(904, 285)","(984, 281)"
2335,902,217,144,174,"(917, 288)","(1002, 281)"
2340,912,194,145,186,"(924, 268)","(1013, 264)"
2345,882,199,145,178,"(895, 268)","(987, 268)"
2350,848,208,149,189,"(863, 285)","(958, 294)"
2355,815,212,153,198,"(832, 286)","(935, 296)"
2360,933,181,148,207,"(947, 272)","(1045, 266)"
2365,940,201,166,207,"(968, 283)","(1071, 279)"
2370,1050,209,164,196,"(1069, 296)","(1178, 277)"
2375,831,444,20,25,"(835, 453)","(849, 454)"
2380,975,418,24,28,"(983, 428)","(999, 427)"
2385,871,380,28,36,"(877, 393)","(894, 397)"
2390,1003,358,33,44,"(1009, 379)","(1029, 375)"
2395,1027,338,39,53,"(1031, 361)","(1059, 361)"
2400,1051,292,44,61,"(1054, 319)","(1084, 320)"
2405,1078,253,50,72,"(1085, 282)","(1122, 285)"
2410,685,216,57,71,"(698, 242)","(736, 245)"
2415,1131,255,53,70,"(1139, 292)","(1164, 284)"
2420,963,477,183,251,"(994, 586)","(1118, 566)"
2425,748,343,188,256,"(773, 459)","(901, 447)"
2430,762,171,187,262,"(794, 267)","(921, 282)"
2435,805,160,180,245,"(831, 250)","(956, 265)"
2440,787,216,202,242,"(844, 274)","(935, 357)"
2445,899,385,231,219,"(968, 427)","(1073, 504)"
2450,911,218,148,219,"(920, 318)","(1020, 319)"
2455,936,183,195,249,"(964, 293)","(1094, 271)"
2460,766,94,198,252,"(795, 209)","(922, 182)"
2465,946,427,18,22,"(951, 434)","(959, 433)"
2470,967,409,30,33,"(974, 421)","(991, 421)"
2475,975,391,32,37,"(983, 401)","(1000, 403)"
2480,977,365,38,44,"(994, 379)","(1010, 386)"
2485,979,318,47,58,"(1004, 343)","(1017, 353)"
2490,981,269,61,72,"(1006, 290)","(1034, 305)"
2495,1000,227,64,82,"(1020, 253)","(1058, 262)"
2500,1035,197,71,93,"(1058, 232)","(1100, 236)"
2505,904,226,70,90,"(918, 262)","(965, 266)"
2510,860,247,71,90,"(875, 283)","(922, 289)"
2515,832,245,71,93,"(848, 281)","(893, 288)"
2520,821,245,70,89,"(837, 277)","(882, 284)"
2525,819,245,68,84,"(835, 281)","(879, 278)"
2530,817,245,68,81,"(833, 286)","(873, 269)"
2535,837,203,263,324,"(923, 301)","(1063, 375)"
2540,886,209,249,326,"(957, 323)","(1108, 361)"
